episode,total_reward,reward_per_step,rolling_20ep,best_cumul,throughput_err,sinr_dl_err,sinr_ul_err,delay_err,bler_err,algo
248,-43.5901,-0.34055,-45.4956,-43.5202,1.06828,0.00161,3.59457,0.006695,0.008092,ppo
249,-43.8345,-0.34246,-45.399,-43.5202,1.06858,0.00155,3.63158,0.006951,0.008308,ppo
250,-45.8241,-0.358,-45.4542,-43.5202,1.06768,0.00142,3.93821,0.013531,0.009546,ppo
251,-43.8104,-0.34227,-45.3507,-43.5202,1.06835,0.00155,3.6285,0.006943,0.008299,ppo
252,-45.8995,-0.35859,-45.3404,-43.5202,1.06762,0.00161,3.95487,0.007783,0.011631,ppo
253,-45.9942,-0.35933,-45.3512,-43.5202,1.06784,0.0018,3.97071,0.006501,0.010203,ppo
254,-46.0742,-0.35995,-45.3553,-43.5202,1.06754,0.00146,3.98274,0.008073,0.010494,ppo
255,-45.6027,-0.35627,-45.3454,-43.5202,1.0681,0.00143,3.90253,0.013389,0.009401,ppo
256,-45.538,-0.35577,-45.3236,-43.5202,1.068,0.00144,3.89279,0.013351,0.009358,ppo
257,-45.7435,-0.35737,-45.3005,-43.5202,1.06792,0.00191,3.92984,0.006761,0.012895,ppo
258,-45.3372,-0.3542,-45.2669,-43.5202,1.06743,0.00175,3.86998,0.006332,0.00901,ppo
259,-45.7975,-0.35779,-45.3717,-43.5202,1.06801,0.00175,3.93774,0.007399,0.012404,ppo
260,-45.7041,-0.35706,-45.3876,-43.5202,1.0678,0.00143,3.91921,0.013455,0.009463,ppo
261,-45.7659,-0.35755,-45.3689,-43.5202,1.06823,0.00186,3.93225,0.007001,0.012788,ppo
262,-45.8248,-0.35801,-45.3968,-43.5202,1.06785,0.00178,3.94451,0.006415,0.009639,ppo
263,-45.7604,-0.3575,-45.3844,-43.5202,1.06759,0.00185,3.93331,0.007045,0.01276,ppo
264,-45.1051,-0.35238,-45.4362,-43.5202,1.06856,0.00146,3.82383,0.013064,0.009092,ppo
265,-45.0827,-0.35221,-45.3953,-43.5202,1.06849,0.00147,3.82057,0.013052,0.009081,ppo
266,-45.9419,-0.35892,-45.401,-43.5202,1.0689,0.00187,3.95846,0.006659,0.011815,ppo
267,-45.241,-0.35344,-45.3736,-43.5202,1.06773,0.00174,3.8541,0.00632,0.008897,ppo
268,-46.0742,-0.35995,-45.4978,-43.5202,1.06754,0.00146,3.98274,0.008073,0.010494,ppo
269,-45.939,-0.3589,-45.603,-43.5202,1.06815,0.00179,3.96132,0.006454,0.009906,ppo
270,-44.6817,-0.34908,-45.5459,-43.5202,1.0686,0.00149,3.75758,0.013104,0.008814,ppo
271,-43.6076,-0.34068,-45.5358,-43.5202,1.06861,0.00157,3.59619,0.006841,0.008186,ppo
272,-45.7874,-0.35771,-45.5302,-43.5202,1.06787,0.00178,3.93864,0.006406,0.00959,ppo
273,-45.8785,-0.35843,-45.5244,-43.5202,1.06744,0.00163,3.95212,0.007752,0.011719,ppo
274,-46.0014,-0.35939,-45.5207,-43.5202,1.06875,0.00183,3.96868,0.006584,0.01089,ppo
275,-44.7044,-0.34925,-45.4758,-43.5202,1.06871,0.0017,3.76761,0.006279,0.008404,ppo
276,-46.1756,-0.36075,-45.5077,-43.5202,1.06808,0.00142,3.99134,0.013872,0.010146,ppo
277,-44.1641,-0.34503,-45.4287,-43.5202,1.06838,0.00153,3.67778,0.012829,0.008457,ppo
278,-46.0082,-0.35944,-45.4623,-43.5202,1.06729,0.0015,3.97307,0.00801,0.01081,ppo
279,-45.881,-0.35845,-45.4665,-43.5202,1.06823,0.00179,3.95209,0.006435,0.009761,ppo
280,-45.7664,-0.35755,-45.4696,-43.5202,1.06836,0.00187,3.93198,0.006955,0.012814,ppo
281,-45.7362,-0.35731,-45.4681,-43.5202,1.06757,0.00192,3.92976,0.006744,0.012896,ppo
282,-45.8574,-0.35826,-45.4697,-43.5202,1.06841,0.0019,3.94648,0.006681,0.012363,ppo
283,-44.2933,-0.34604,-45.3964,-43.5202,1.06834,0.00152,3.69797,0.012893,0.008546,ppo
284,-45.7877,-0.35772,-45.4305,-43.5202,1.06834,0.00192,3.9356,0.006699,0.01273,ppo
285,-43.6139,-0.34073,-45.357,-43.5202,1.06802,0.00161,3.59907,0.006684,0.008097,ppo
286,-44.4563,-0.34732,-45.2828,-43.5202,1.0682,0.00168,3.73044,0.006264,0.008262,ppo
287,-45.9185,-0.35874,-45.3166,-43.5202,1.06893,0.00188,3.95462,0.006665,0.01203,ppo
288,-45.955,-0.35902,-45.3107,-43.5202,1.06854,0.00186,3.9617,0.006645,0.011631,ppo
289,-44.1886,-0.34522,-45.2232,-43.5202,1.06741,0.00166,3.69074,0.006557,0.008144,ppo
290,-44.8446,-0.35035,-45.2313,-43.5202,1.06775,0.00171,3.79232,0.006287,0.008522,ppo
291,-45.9199,-0.35875,-45.3469,-43.5202,1.06687,0.00157,3.96038,0.007889,0.011305,ppo
292,-45.6745,-0.35683,-45.3413,-43.5202,1.06779,0.00177,3.92134,0.006382,0.009422,ppo
293,-44.9831,-0.35143,-45.2965,-43.5202,1.06749,0.00172,3.81466,0.006298,0.008643,ppo
294,-45.1795,-0.35296,-45.2554,-43.5202,1.06898,0.00146,3.83413,0.013108,0.009131,ppo
295,-43.752,-0.34181,-45.2078,-43.5202,1.0685,0.00156,3.61899,0.006919,0.008266,ppo
296,-44.014,-0.34386,-45.0997,-43.5202,1.06846,0.00154,3.65417,0.012761,0.008376,ppo
297,-45.7767,-0.35763,-45.1804,-43.5202,1.06842,0.00142,3.92865,0.013494,0.009504,ppo
298,-43.8432,-0.34252,-45.0721,-43.5202,1.06778,0.00163,3.63569,0.006608,0.008075,ppo
299,-46.124,-0.36034,-45.0842,-43.5202,1.06772,0.0014,3.98462,0.013774,0.009789,ppo
300,-46.0138,-0.35948,-45.0966,-43.5202,1.06856,0.00182,3.97137,0.006549,0.010585,ppo
301,-45.9548,-0.35902,-45.1076,-43.5202,1.06784,0.0018,3.96466,0.006466,0.009975,ppo
302,-43.9724,-0.34353,-45.0133,-43.5202,1.0683,0.00154,3.64815,0.012738,0.008353,ppo
303,-46.0138,-0.35948,-45.0993,-43.5202,1.06856,0.00182,3.97137,0.006549,0.010585,ppo
304,-44.0841,-0.34441,-45.0141,-43.5202,1.06863,0.00154,3.66455,0.012792,0.008413,ppo
305,-46.1874,-0.36084,-45.1428,-43.5202,1.06806,0.0014,3.9934,0.013854,0.009871,ppo
306,-45.6795,-0.35687,-45.204,-43.5202,1.06762,0.00143,3.91592,0.01344,0.00945,ppo
307,-45.805,-0.35785,-45.1983,-43.5202,1.06827,0.00191,3.93856,0.006694,0.012646,ppo
308,-45.9795,-0.35921,-45.1995,-43.5202,1.06893,0.00185,3.96451,0.006624,0.011321,ppo
309,-45.808,-0.35787,-45.2805,-43.5202,1.06789,0.00142,3.93508,0.013517,0.009531,ppo
310,-43.9724,-0.34353,-45.2369,-43.5202,1.0683,0.00154,3.64815,0.012738,0.008353,ppo
311,-45.729,-0.35726,-45.2273,-43.5202,1.06805,0.00142,3.92233,0.013469,0.009479,ppo
312,-45.9289,-0.35882,-45.24,-43.5202,1.06653,0.00155,3.96285,0.007912,0.011213,ppo
313,-46.0549,-0.3598,-45.2936,-43.5202,1.06777,0.0014,3.97376,0.013704,0.009718,ppo
314,-45.8524,-0.35822,-45.3273,-43.5202,1.06743,0.00165,3.94806,0.007686,0.01187,ppo
315,-43.7735,-0.34198,-45.3284,-43.5202,1.06786,0.00163,3.62455,0.006629,0.008072,ppo
316,-45.6795,-0.35687,-45.4116,-43.5202,1.06762,0.00143,3.91592,0.01344,0.00945,ppo
317,-45.6474,-0.35662,-45.4052,-43.5202,1.06747,0.00177,3.91809,0.006377,0.009398,ppo
318,-43.8623,-0.34267,-45.4061,-43.5202,1.06885,0.00155,3.63509,0.00696,0.008323,ppo
319,-43.5358,-0.34012,-45.2767,-43.5202,1.06828,0.00158,3.58598,0.006787,0.008146,ppo
320,-45.922,-0.35877,-45.2721,-43.5202,1.0687,0.00188,3.95587,0.006664,0.011995,ppo
321,-45.3372,-0.3542,-45.2412,-43.5202,1.06743,0.00175,3.86998,0.006332,0.00901,ppo
322,-44.1482,-0.34491,-45.25,-43.5202,1.06859,0.00153,3.67465,0.012822,0.008448,ppo
323,-45.881,-0.35845,-45.2434,-43.5202,1.06823,0.00179,3.95209,0.006435,0.009761,ppo
324,-45.0337,-0.35183,-45.2909,-43.5202,1.06829,0.00147,3.81351,0.01303,0.009058,ppo
325,-45.7502,-0.35742,-45.269,-43.5202,1.06801,0.00192,3.93065,0.006709,0.012876,ppo
326,-46.0269,-0.35959,-45.2864,-43.5202,1.06711,0.00149,3.97655,0.008036,0.010709,ppo
327,-45.8984,-0.35858,-45.2911,-43.5202,1.0674,0.00161,3.95539,0.007802,0.011574,ppo
328,-45.9983,-0.35936,-45.292,-43.5202,1.06744,0.00181,3.9725,0.006511,0.010274,ppo
329,-46.0006,-0.35938,-45.3016,-43.5202,1.06744,0.00181,3.97278,0.006525,0.010381,ppo
330,-45.2156,-0.35325,-45.3638,-43.5202,1.0675,0.00174,3.85084,0.006318,0.008872,ppo
331,-43.7923,-0.34213,-45.267,-43.5202,1.06836,0.00156,3.62566,0.006933,0.008285,ppo
332,-45.7882,-0.35772,-45.2599,-43.5202,1.06833,0.00181,3.93536,0.007177,0.012657,ppo
333,-45.2156,-0.35325,-45.218,-43.5202,1.0675,0.00174,3.85084,0.006318,0.008872,ppo
334,-45.7895,-0.35773,-45.2148,-43.5202,1.06787,0.00176,3.9369,0.007349,0.012481,ppo
335,-44.5329,-0.34791,-45.2528,-43.5202,1.06788,0.00169,3.74337,0.006262,0.008304,ppo
336,-44.4138,-0.34698,-45.1895,-43.5202,1.06898,0.00151,3.71479,0.012951,0.008625,ppo
337,-45.4423,-0.35502,-45.1793,-43.5202,1.06838,0.00144,3.87676,0.013281,0.009285,ppo
338,-45.4241,-0.35488,-45.2573,-43.5202,1.06848,0.00144,3.87364,0.013269,0.009271,ppo
339,-45.9419,-0.35892,-45.3776,-43.5202,1.0689,0.00187,3.95846,0.006659,0.011815,ppo
340,-44.7639,-0.34972,-45.3197,-43.5202,1.06779,0.0017,3.77961,0.006283,0.008467,ppo
341,-43.9883,-0.34366,-45.2523,-43.5202,1.0672,0.00165,3.66012,0.00658,0.008092,ppo
342,-44.7044,-0.34925,-45.2801,-43.5202,1.06871,0.0017,3.76761,0.006279,0.008404,ppo
343,-44.5782,-0.34827,-45.215,-43.5202,1.06826,0.00169,3.74927,0.006265,0.008329,ppo
344,-45.148,-0.35272,-45.2207,-43.5202,1.06741,0.00173,3.84058,0.006312,0.008806,ppo
345,-45.8586,-0.35827,-45.2261,-43.5202,1.06725,0.00164,3.94958,0.00771,0.011823,ppo
346,-45.7362,-0.35731,-45.2116,-43.5202,1.06757,0.00192,3.92976,0.006744,0.012896,ppo
347,-45.8728,-0.35838,-45.2103,-43.5202,1.06796,0.00142,3.94493,0.013558,0.009577,ppo
348,-45.9074,-0.35865,-45.2057,-43.5202,1.06853,0.00188,3.95408,0.006666,0.012061,ppo
349,-45.9582,-0.35905,-45.2036,-43.5202,1.06901,0.00187,3.96075,0.006649,0.011704,ppo
350,-45.968,-0.35913,-45.2412,-43.5202,1.06892,0.00186,3.96263,0.00664,0.011563,ppo
351,-45.4101,-0.35477,-45.3221,-43.5202,1.06881,0.00144,3.87051,0.013255,0.009258,ppo
352,-45.7885,-0.35772,-45.3221,-43.5202,1.06792,0.00142,3.93196,0.013505,0.009516,ppo
353,-44.4954,-0.34762,-45.2861,-43.5202,1.06814,0.00168,3.73672,0.006264,0.008283,ppo
354,-45.7346,-0.3573,-45.2834,-43.5202,1.06754,0.00192,3.92961,0.006727,0.012901,ppo
355,-43.8432,-0.34252,-45.2489,-43.5202,1.06778,0.00163,3.63569,0.006608,0.008075,ppo
356,-45.7913,-0.35774,-45.3178,-43.5202,1.06807,0.00178,3.93657,0.007294,0.01255,ppo
357,-45.853,-0.35823,-45.3383,-43.5202,1.06716,0.00165,3.94896,0.007698,0.011848,ppo
358,-45.3068,-0.35396,-45.3324,-43.5202,1.06903,0.00145,3.85377,0.013187,0.009203,ppo
359,-43.7308,-0.34165,-45.2219,-43.5202,1.06828,0.00156,3.61631,0.006908,0.008257,ppo
360,-44.3882,-0.34678,-45.2031,-43.5202,1.06891,0.00151,3.71102,0.012939,0.008608,ppo
361,-44.4138,-0.34698,-45.2244,-43.5202,1.06898,0.00151,3.71479,0.012951,0.008625,ppo
362,-45.8562,-0.35825,-45.282,-43.5202,1.0681,0.00179,3.94864,0.006426,0.009705,ppo
363,-44.9428,-0.35112,-45.3002,-43.5202,1.06737,0.00172,3.80875,0.006295,0.008613,ppo
364,-44.9537,-0.3512,-45.2905,-43.5202,1.06845,0.00147,3.80062,0.012978,0.009,ppo
365,-44.7044,-0.34925,-45.2328,-43.5202,1.06871,0.0017,3.76761,0.006279,0.008404,ppo
366,-44.49,-0.34758,-45.1705,-43.5202,1.06845,0.00151,3.72825,0.012997,0.008676,ppo
367,-43.5358,-0.34012,-45.0536,-43.5202,1.06828,0.00158,3.58598,0.006787,0.008146,ppo
368,-45.0889,-0.35226,-45.0127,-43.5202,1.06743,0.00173,3.83132,0.006307,0.008752,ppo
369,-43.7308,-0.34165,-44.9013,-43.5202,1.06828,0.00156,3.61631,0.006908,0.008257,ppo
370,-45.8829,-0.35846,-44.8971,-43.5202,1.06743,0.00162,3.95286,0.007762,0.011689,ppo
371,-45.9918,-0.35931,-44.9261,-43.5202,1.06708,0.00151,3.9711,0.007987,0.010916,ppo
372,-45.6491,-0.35663,-44.9192,-43.5202,1.06828,0.00143,3.90922,0.013414,0.009423,ppo
373,-44.8879,-0.35069,-44.9388,-43.5202,1.06779,0.00171,3.79893,0.006291,0.008555,ppo
374,-45.7895,-0.35773,-44.9415,-43.5202,1.06787,0.00176,3.9369,0.007349,0.012481,ppo
375,-45.853,-0.35823,-45.042,-43.5202,1.06716,0.00165,3.94896,0.007698,0.011848,ppo
376,-45.8473,-0.35818,-45.0448,-43.5202,1.06744,0.00166,3.94724,0.007666,0.011921,ppo
377,-45.939,-0.3589,-45.0491,-43.5202,1.06815,0.00179,3.96132,0.006454,0.009906,ppo
378,-45.4101,-0.35477,-45.0543,-43.5202,1.06881,0.00144,3.87051,0.013255,0.009258,ppo
379,-45.9096,-0.35867,-45.1632,-43.5202,1.06789,0.00141,3.95087,0.013586,0.009605,ppo
380,-45.9579,-0.35905,-45.2417,-43.5202,1.06891,0.00186,3.96101,0.006647,0.01167,ppo
381,-45.881,-0.35845,-45.3151,-43.5202,1.06823,0.00179,3.95209,0.006435,0.009761,ppo
382,-45.8303,-0.35805,-45.3138,-43.5202,1.06802,0.0017,3.94281,0.007543,0.012162,ppo
383,-46.1622,-0.36064,-45.3748,-43.5202,1.06805,0.0014,3.98954,0.013811,0.009823,ppo
384,-46.1937,-0.36089,-45.4368,-43.5202,1.06815,0.00141,3.994,0.013887,0.010036,ppo
385,-45.4671,-0.35521,-45.4749,-43.5202,1.06854,0.00144,3.88018,0.013296,0.009298,ppo
386,-46.0046,-0.35941,-45.5506,-43.5202,1.0673,0.00151,3.97246,0.008004,0.010848,ppo
387,-45.7657,-0.35754,-45.6621,-43.5202,1.06844,0.00187,3.93164,0.00694,0.012821,ppo
388,-45.826,-0.35802,-45.699,-43.5202,1.06723,0.00168,3.94451,0.007619,0.012023,ppo
389,-43.8623,-0.34267,-45.7056,-43.5202,1.06885,0.00155,3.63509,0.00696,0.008323,ppo
390,-44.6539,-0.34886,-45.6441,-43.5202,1.06832,0.0015,3.75411,0.013091,0.008799,ppo
391,-44.5329,-0.34791,-45.5712,-43.5202,1.06788,0.00169,3.74337,0.006262,0.008304,ppo
392,-45.3372,-0.3542,-45.5556,-43.5202,1.06743,0.00175,3.86998,0.006332,0.00901,ppo
393,-45.2974,-0.35389,-45.576,-43.5202,1.06756,0.00174,3.86339,0.006327,0.008963,ppo
394,-44.1482,-0.34491,-45.494,-43.5202,1.06859,0.00153,3.67465,0.012822,0.008448,ppo
395,-45.8586,-0.35827,-45.4943,-43.5202,1.06725,0.00164,3.94958,0.00771,0.011823,ppo
396,-44.4756,-0.34747,-45.4257,-43.5202,1.06829,0.00168,3.73317,0.006265,0.008273,ppo
397,-45.9259,-0.3588,-45.425,-43.5202,1.06661,0.00156,3.96213,0.007905,0.011246,ppo
398,-45.808,-0.35787,-45.4449,-43.5202,1.06789,0.00142,3.93508,0.013517,0.009531,ppo
399,-44.6817,-0.34908,-45.3835,-43.5202,1.0686,0.00149,3.75758,0.013104,0.008814,ppo
400,-44.2449,-0.34566,-45.2979,-43.5202,1.06722,0.00167,3.70012,0.006552,0.008164,ppo
401,-46.2014,-0.36095,-45.3139,-43.5202,1.06826,0.0014,3.99496,0.013876,0.00989,ppo
402,-44.3508,-0.34649,-45.2399,-43.5202,1.06776,0.00167,3.71502,0.00655,0.008211,ppo
403,-43.6076,-0.34068,-45.1122,-43.5202,1.06861,0.00157,3.59619,0.006841,0.008186,ppo
404,-46.0046,-0.35941,-45.1027,-43.5202,1.0673,0.00151,3.97246,0.008004,0.010848,ppo
405,-45.7882,-0.35772,-45.1188,-43.5202,1.06833,0.00181,3.93536,0.007177,0.012657,ppo
406,-45.7882,-0.35772,-45.108,-43.5202,1.06833,0.00181,3.93536,0.007177,0.012657,ppo
407,-45.0028,-0.35158,-45.0698,-43.5202,1.06755,0.00172,3.81754,0.006298,0.008661,ppo
408,-43.5152,-0.33996,-44.9543,-43.5152,1.06809,0.00159,3.58337,0.006758,0.008123,ppo
409,-45.8402,-0.35813,-45.0532,-43.5152,1.06842,0.0019,3.9437,0.006685,0.012452,ppo
410,-46.1557,-0.36059,-45.1283,-43.5152,1.068,0.00144,3.98843,0.01386,0.010267,ppo
411,-45.7435,-0.35737,-45.1888,-43.5152,1.06792,0.00191,3.92984,0.006761,0.012895,ppo
412,-45.7882,-0.35772,-45.2113,-43.5152,1.06833,0.00181,3.93536,0.007177,0.012657,ppo
413,-45.9556,-0.35903,-45.2442,-43.5152,1.06756,0.0018,3.96561,0.00647,0.010004,ppo
414,-45.9348,-0.35887,-45.3336,-43.5152,1.06875,0.00187,3.95779,0.006661,0.011849,ppo
415,-45.771,-0.35759,-45.3292,-43.5152,1.06808,0.00192,3.93372,0.006702,0.012797,ppo
416,-45.3587,-0.35436,-45.3733,-43.5152,1.06745,0.00175,3.87324,0.006332,0.009033,ppo
417,-44.771,-0.34977,-45.3156,-43.5152,1.06787,0.00149,3.77366,0.013165,0.008881,ppo
418,-44.4138,-0.34698,-45.2459,-43.5152,1.06898,0.00151,3.71479,0.012951,0.008625,ppo
419,-43.525,-0.34004,-45.1881,-43.5152,1.06787,0.0016,3.58559,0.006731,0.008114,ppo
420,-44.111,-0.34462,-45.1814,-43.5152,1.06881,0.00153,3.6682,0.012802,0.008423,ppo
421,-46.1909,-0.36087,-45.1808,-43.5152,1.06823,0.00141,3.9933,0.013883,0.010073,ppo
422,-45.8241,-0.358,-45.2545,-43.5152,1.06768,0.00142,3.93821,0.013531,0.009546,ppo
423,-46.0021,-0.35939,-45.3742,-43.5152,1.06759,0.00181,3.97256,0.006529,0.010419,ppo
424,-45.7511,-0.35743,-45.3615,-43.5152,1.06824,0.00191,3.93004,0.006794,0.012885,ppo
425,-45.8973,-0.35857,-45.367,-43.5152,1.06836,0.00179,3.95425,0.006438,0.009788,ppo
426,-45.7885,-0.35772,-45.367,-43.5152,1.06792,0.00142,3.93196,0.013505,0.009516,ppo
427,-45.7591,-0.35749,-45.4048,-43.5152,1.06838,0.00188,3.93083,0.00689,0.012841,ppo
428,-43.6261,-0.34083,-45.4104,-43.5152,1.06792,0.00161,3.60128,0.006676,0.008094,ppo
429,-45.8241,-0.358,-45.4096,-43.5152,1.06768,0.00142,3.93821,0.013531,0.009546,ppo
430,-45.9096,-0.35867,-45.3973,-43.5152,1.06789,0.00141,3.95087,0.013586,0.009605,ppo
431,-46.008,-0.35944,-45.4105,-43.5152,1.06803,0.00182,3.97211,0.006542,0.010517,ppo
432,-45.2676,-0.35365,-45.3845,-43.5152,1.06803,0.00174,3.85734,0.006323,0.008917,ppo
433,-45.5268,-0.35568,-45.363,-43.5152,1.0675,0.00176,3.89927,0.006356,0.009235,ppo
434,-45.9733,-0.35917,-45.3649,-43.5152,1.06672,0.00152,3.96927,0.007971,0.010981,ppo
435,-45.8352,-0.35809,-45.3682,-43.5152,1.06731,0.00167,3.94571,0.007645,0.011976,ppo
436,-45.8012,-0.35782,-45.3903,-43.5152,1.06769,0.00178,3.94133,0.006409,0.009613,ppo
437,-44.7554,-0.34965,-45.3895,-43.5152,1.06819,0.00149,3.77028,0.013152,0.008865,ppo
438,-45.8241,-0.358,-45.46,-43.5152,1.06768,0.00142,3.93821,0.013531,0.009546,ppo
439,-46.1614,-0.36064,-45.5918,-43.5152,1.06792,0.00143,3.98958,0.013865,0.010227,ppo
440,-45.5902,-0.35617,-45.6658,-43.5152,1.06758,0.00177,3.90887,0.006366,0.009316,ppo
441,-45.5797,-0.35609,-45.6352,-43.5152,1.06807,0.00143,3.89904,0.013374,0.009384,ppo
442,-45.8264,-0.35802,-45.6354,-43.5152,1.06709,0.00167,3.94501,0.007632,0.011999,ppo
443,-44.4511,-0.34727,-45.5578,-43.5152,1.06871,0.00151,3.72142,0.012972,0.00865,ppo
444,-45.7041,-0.35706,-45.5555,-43.5152,1.0678,0.00143,3.91921,0.013455,0.009463,ppo
445,-46.009,-0.35945,-45.561,-43.5152,1.06858,0.00182,3.9705,0.006563,0.010686,ppo
446,-45.729,-0.35726,-45.5581,-43.5152,1.06805,0.00142,3.92233,0.013469,0.009479,ppo
447,-45.9081,-0.35866,-45.5655,-43.5152,1.06858,0.00188,3.954,0.006669,0.012096,ppo
448,-45.853,-0.35823,-45.6769,-43.5152,1.06716,0.00165,3.94896,0.007698,0.011848,ppo
449,-43.8806,-0.34282,-45.5797,-43.5152,1.06866,0.00155,3.63852,0.006967,0.008331,ppo
450,-44.4954,-0.34762,-45.509,-43.5152,1.06814,0.00168,3.73672,0.006264,0.008283,ppo
451,-45.1795,-0.35296,-45.4676,-43.5152,1.06898,0.00146,3.83413,0.013108,0.009131,ppo
452,-46.0544,-0.3598,-45.5069,-43.5152,1.06714,0.00147,3.98084,0.008059,0.010564,ppo
453,-45.8973,-0.35857,-45.5254,-43.5152,1.06675,0.00159,3.9572,0.007839,0.011452,ppo
454,-46.0009,-0.35938,-45.5268,-43.5152,1.0678,0.00181,3.97182,0.006506,0.010238,ppo
455,-43.752,-0.34181,-45.4226,-43.5152,1.0685,0.00156,3.61899,0.006919,0.008266,ppo
456,-46.0021,-0.35939,-45.4327,-43.5152,1.06759,0.00181,3.97256,0.006529,0.010419,ppo
457,-46.009,-0.35945,-45.4954,-43.5152,1.06858,0.00182,3.9705,0.006563,0.010686,ppo
458,-46.0013,-0.35939,-45.5042,-43.5152,1.06808,0.00141,3.96454,0.013652,0.009669,ppo
459,-45.9907,-0.3593,-45.4957,-43.5152,1.06875,0.00184,3.96691,0.006605,0.011114,ppo
460,-45.5797,-0.35609,-45.4952,-43.5152,1.06807,0.00143,3.89904,0.013374,0.009384,ppo
461,-44.6543,-0.34886,-45.4489,-43.5152,1.06837,0.00169,3.76082,0.006273,0.008372,ppo
462,-45.9502,-0.35899,-45.4551,-43.5152,1.06914,0.00187,3.95904,0.006657,0.011783,ppo
463,-46.0058,-0.35942,-45.5328,-43.5152,1.06791,0.00182,3.97212,0.006538,0.010484,ppo
464,-45.9924,-0.35932,-45.5472,-43.5152,1.06792,0.0018,3.9702,0.006496,0.010165,ppo
465,-45.7344,-0.3573,-45.5335,-43.5152,1.06797,0.00178,3.93012,0.006392,0.009502,ppo
466,-43.6444,-0.34097,-45.4293,-43.5152,1.06814,0.00162,3.60348,0.006671,0.008092,ppo
467,-46.0269,-0.35959,-45.4352,-43.5152,1.06711,0.00149,3.97655,0.008036,0.010709,ppo
468,-43.632,-0.34087,-45.3242,-43.5152,1.06819,0.00157,3.60121,0.00686,0.008202,ppo
469,-44.2501,-0.3457,-45.3426,-43.5152,1.0682,0.00152,3.69168,0.012871,0.00852,ppo
470,-45.922,-0.35877,-45.414,-43.5152,1.0687,0.00188,3.95587,0.006664,0.011995,ppo
471,-45.7817,-0.35767,-45.4441,-43.5152,1.06831,0.00192,3.93474,0.0067,0.012767,ppo
472,-43.6261,-0.34083,-45.3227,-43.5152,1.06792,0.00161,3.60128,0.006676,0.008094,ppo
473,-43.8345,-0.34246,-45.2195,-43.5152,1.06858,0.00155,3.63158,0.006951,0.008308,ppo
474,-43.6076,-0.34068,-45.0999,-43.5152,1.06861,0.00157,3.59619,0.006841,0.008186,ppo
475,-44.402,-0.34689,-45.1324,-43.5152,1.06772,0.00168,3.72342,0.006265,0.00824,ppo
476,-45.0337,-0.35183,-45.0839,-43.5152,1.06829,0.00147,3.81351,0.01303,0.009058,ppo
477,-45.9185,-0.35874,-45.0794,-43.5152,1.06893,0.00188,3.95462,0.006665,0.01203,ppo
478,-45.968,-0.35913,-45.0778,-43.5152,1.06892,0.00186,3.96263,0.00664,0.011563,ppo
479,-43.545,-0.3402,-44.9555,-43.5152,1.06806,0.0016,3.58817,0.006717,0.008102,ppo
480,-45.0464,-0.35192,-44.9288,-43.5152,1.06774,0.00172,3.82377,0.006303,0.008707,ppo
481,-43.6444,-0.34097,-44.8783,-43.5152,1.06814,0.00162,3.60348,0.006671,0.008092,ppo
482,-46.0082,-0.35944,-44.8812,-43.5152,1.06729,0.0015,3.97307,0.00801,0.01081,ppo
483,-45.766,-0.35755,-44.8692,-43.5152,1.06861,0.00188,3.93119,0.006923,0.012828,ppo
484,-46.0371,-0.35966,-44.8714,-43.5152,1.06726,0.00148,3.97772,0.008042,0.010675,ppo
485,-45.6627,-0.35674,-44.8679,-43.5152,1.06781,0.00143,3.91272,0.013427,0.009439,ppo
486,-46.1793,-0.36078,-44.9946,-43.5152,1.06798,0.0014,3.9924,0.013841,0.009858,ppo
487,-45.0464,-0.35192,-44.9456,-43.5152,1.06774,0.00172,3.82377,0.006303,0.008707,ppo
488,-45.9888,-0.35929,-45.0634,-43.5152,1.06874,0.00184,3.9666,0.006608,0.01115,ppo
489,-45.9879,-0.35928,-45.1503,-43.5152,1.068,0.0018,3.96927,0.006489,0.010131,ppo
490,-45.3938,-0.35464,-45.1239,-43.5152,1.069,0.00145,3.86739,0.013241,0.009245,ppo
491,-45.6627,-0.35674,-45.1179,-43.5152,1.06781,0.00143,3.91272,0.013427,0.009439,ppo
492,-45.8734,-0.35839,-45.2303,-43.5152,1.06834,0.00179,3.95057,0.00643,0.009731,ppo
493,-44.1482,-0.34491,-45.246,-43.5152,1.06859,0.00153,3.67465,0.012822,0.008448,ppo
494,-45.5661,-0.35599,-45.3439,-43.5152,1.06737,0.00177,3.90573,0.006363,0.009292,ppo
495,-43.6076,-0.34068,-45.3042,-43.5152,1.06861,0.00157,3.59619,0.006841,0.008186,ppo
496,-45.0337,-0.35183,-45.3042,-43.5152,1.06829,0.00147,3.81351,0.01303,0.009058,ppo
497,-46.0178,-0.35951,-45.3092,-43.5152,1.06711,0.00149,3.97512,0.008027,0.010745,ppo
498,-43.9351,-0.34324,-45.2075,-43.5152,1.06737,0.00164,3.65128,0.006587,0.008089,ppo
499,-45.8984,-0.35858,-45.3252,-43.5152,1.0674,0.00161,3.95539,0.007802,0.011574,ppo
500,-45.7041,-0.35706,-45.3581,-43.5152,1.0678,0.00143,3.91921,0.013455,0.009463,ppo
501,-45.9024,-0.35861,-45.471,-43.5152,1.06775,0.00161,3.95495,0.007792,0.011603,ppo
