episode,total_reward,sinr_dl,sinr_ul,throughput_mbps,delay_ms,bler_pct
0,-80.55014538764954,4.569586993123208,8.985562509593377,0.2799711604064675,1.6147533092328086,0.4413540112806976
1,-71.40737456083298,4.493198089365431,7.503125158614571,0.3287879797076071,1.6330397557389875,0.48988092348772555
2,-81.16249084472656,4.5795025410939285,8.877303093865956,0.404686299267009,1.6408207513426958,0.43572537898234465
3,-80.33029606938362,5.029938692402673,8.511951714970941,0.379834989006099,1.613108021979923,0.7419063787199922
4,-76.92595034837723,4.934033930458058,8.08392419252535,0.3552640698484739,1.6316720425744013,0.6000322652845268
5,-75.66530638933182,4.533604527299543,8.1494524041469,0.36087438329777954,1.5899340848295123,0.35085409837347475
6,-76.24327218532562,4.8792707561209205,8.017736787212055,0.36628818396831,1.604035562283164,0.520945297500629
7,-82.54093396663666,4.645350909973217,9.041121824626897,0.40110260967151656,1.6516731214118383,0.5286656993180217
8,-65.41468322277069,4.7163151455390935,6.399799319627672,0.3789788379803815,1.6347689675030825,0.38617346234926275
9,-65.61506456136703,4.423165583871064,6.591168579605924,0.4033525554464237,1.614493477703379,0.18663435033834572
10,-63.53290957212448,4.744697318109314,6.034701923199486,0.465741129472763,1.5916729474654727,0.12759161267334318
11,-76.84910088777542,4.659354487041686,8.372421760937659,0.29689304913496106,1.6057640913984677,0.28675682933170515
12,-102.26390358805656,5.185942663855657,11.889602205019095,0.3145696289598031,1.6454005061008838,1.008033368186081
13,-71.77146518230438,4.5584695967230004,7.618482143174664,0.3382614502874508,1.5506674830218485,0.16924294503972118
14,-85.87191438674927,4.654459379033634,9.682534671876372,0.37410668011071213,1.6120244333240095,0.20275020515035314
15,-69.98117685317993,4.841709268979008,7.071702836504004,0.3579617270871247,1.6382876621615332,0.4295752438113298
16,-76.12411367893219,4.8948210700496535,8.040717278409145,0.34724795516598517,1.5958031457651218,0.43745736756375764
17,-81.79203683137894,5.161594190506303,8.82792452236139,0.28934348711805447,1.6202016312351626,0.6358406106521605
18,-76.22105497121811,4.887924953666298,7.914153299884931,0.41209792611753926,1.6082187131871932,0.6458391060133186
19,-69.74559104442596,4.6437921794969,7.176419019366182,0.3542472106411851,1.6081069547835347,0.32004596268799074
20,-62.72673588991165,4.548210681592928,6.1104211938733375,0.3978019530160542,1.6063749999999999,0.08317731138074888
21,-76.85566967725754,5.011462141701462,7.973926624691881,0.4031109965103447,1.5805067932868255,0.6706042000593346
22,-67.58834007382393,4.309769575557159,6.992907884148446,0.38195014343026346,1.6146523363809908,0.1631701089086438
23,-90.66939821839333,5.54444120913013,9.59581369787768,0.39630860329685197,1.7284289763494667,1.7019092895767571
24,-85.11350339651108,4.733278605327886,9.430574968599817,0.4421633052794036,1.5854458541111165,0.22901394073565357
25,-78.03442114591599,4.676115232686206,8.607465570458555,0.254645438994695,1.6184878411197334,0.28071504466714836
26,-71.53944459557533,4.634021407923008,7.486808324243393,0.2989846198975051,1.623243311114268,0.5706029993682432
27,-61.37433832883835,4.4002671647445055,6.137131707679999,0.29172313560735086,1.5873594252212957,0.10605333306536051
28,-81.28449493646622,4.913183393220069,8.73542201330088,0.398163375025621,1.5821425742544961,0.6018616292226916
29,-74.81461715698242,4.54043012585784,7.856671452720582,0.488607039866729,1.6210156249999998,0.09739505559287742
30,-69.59559434652328,4.9021262786165725,6.9704528040505345,0.3948913501798902,1.586914126405079,0.3350079760911195
31,-81.19211107492447,4.964545336815267,8.48088715184959,0.4992344805522693,1.6481811745672836,0.7508260999214421
32,-82.23098760843277,4.756639082103868,9.078518137485394,0.35493255094567167,1.6102237114095415,0.27121704368049593
33,-71.18195503950119,4.69718763209036,7.342735491525712,0.3526106343932869,1.6343609659919165,0.42377373391817375
34,-68.60600048303604,4.609846035367553,7.149477762672792,0.3003251482815416,1.56282877289471,0.1669234592518113
35,-62.43599236011505,4.70268508632081,6.155582668279591,0.24190049824869161,1.628604408303238,0.35772817156919745
36,-100.52325278520584,4.950630961640689,11.872332334609457,0.27702581927612885,1.618730490658617,0.6710321875772141
37,-61.32630413770676,4.656851944839225,5.9899417153094126,0.30446114357492754,1.5426190571569447,0.17933058357396942
38,-76.6171435713768,5.01521332316986,7.922073855647053,0.3942856985933596,1.6401534211890025,0.6512147081246059
39,-66.0489752292633,4.4195350999748975,6.635055681787115,0.4498643605847098,1.582296875,0.046920636667274015
40,-71.07685381174088,4.799666920678543,7.416417930171119,0.2892957611767881,1.5627816784670043,0.37086263504652717
41,-93.48966777324677,4.727889034788358,11.056533214259437,0.23348739716443048,1.5733452678007749,0.2518958034037113
42,-65.20556628704071,4.5373075388022075,6.378436647712112,0.4912708335536124,1.58396875,0.06194332192327218
43,-66.41093975305557,4.713687152518972,6.83484112322388,0.22637846209637796,1.619784073812945,0.17782459550644536
44,-78.1320087313652,4.892827748306666,8.348761294692888,0.3390540821299399,1.6468138602658313,0.40481574719353486
45,-76.66119754314423,4.5782671413214295,8.431398441519228,0.25853117298986816,1.6162289639464191,0.3093443150289971
46,-75.15663421154022,4.957558915444349,7.920729539483967,0.28028297936184776,1.6266957002149107,0.5497136523384378
47,-66.18658262491226,4.7720176267715315,6.796743766480047,0.21277337092620963,1.6092980366229457,0.1754593894876472
48,-73.48941612243652,5.048379666128402,7.566898388730861,0.33390536548085925,1.6115434678381808,0.42501657948676197
49,-75.8702045083046,4.730494161510157,8.149284085534473,0.3249931474920208,1.5921877338091897,0.2830234838093674
50,-70.74376285076141,4.899211769263218,7.305412050577589,0.2316295895789766,1.6319367618459986,0.6764113436385006
51,-66.10621798038483,4.693317856459052,6.760129487424466,0.26049799992020484,1.596463389484771,0.16664710017395132
52,-80.36370015144348,4.7097277604916625,8.798959716679537,0.35618557634544923,1.5776991192936771,0.39938315609787156
53,-74.76316982507706,4.834326520393984,8.036038082735596,0.20873225083374575,1.6470823441070963,0.4595222638415982
54,-71.04199561476707,4.452541908731938,7.587113357188164,0.299957498184945,1.5938335134039279,0.20037207375062982
55,-76.9599375128746,5.028484300542925,7.962731474624991,0.4446047418361004,1.5975716202525139,0.4116182796547764
56,-89.52648729085922,4.757645472500808,10.352217779350227,0.24639732434324177,1.6076439855079174,0.42027584129665596
57,-68.35346376895905,4.891162601237622,7.005251413308271,0.258703108079264,1.5946185660018715,0.2201598761213575
58,-59.62858301401138,4.588722822470164,5.565552269320579,0.4209500576949754,1.5473480344038117,0.2597664946028284
59,-73.05103069543839,4.755068417124944,7.786765770620047,0.2758703015006996,1.584407679649807,0.21957108243812903
60,-66.36991304159164,4.902213971663979,6.6300182452600875,0.24597271045497696,1.6374867969091378,0.507356016843066
61,-79.75976246595383,4.968867001731957,8.663265791531298,0.2488185989433653,1.6223476831806614,0.6518091694461641
62,-65.18066245317459,4.721496580605822,6.540097170168693,0.30146004185094455,1.5822061843068511,0.20169923542328552
63,-86.73138570785522,4.676702753448254,9.956243400996886,0.24125113013870386,1.6127467857388895,0.44467046154162626
64,-66.10999566316605,4.698168607080495,6.510640879156881,0.38817564259077914,1.5953036422231137,0.450231664052177
65,-73.72160214185715,4.9778885654232035,7.662624168283886,0.30105702744507323,1.624164868341228,0.5188197838263042
66,-89.21546047925949,4.931440872782545,10.255675009828966,0.21656889465312806,1.6178848133927426,0.42362272836320275
67,-80.5905322432518,4.670625777800291,9.062006621453058,0.23688817966228373,1.566868352559506,0.2809234336899601
68,-63.4311957359314,4.889489537749398,6.240834131749043,0.24237222717558626,1.6229934079968042,0.25245167579743844
69,-95.90526783466339,4.881208799512991,11.183469774597418,0.28263301630987203,1.602255632029487,0.6802329754321829
70,-84.07922995090485,4.9021048865880505,9.474299874657136,0.20100244749171287,1.6224227763625878,0.4965616983917337
71,-77.75074669718742,5.271881427041159,8.233020543892957,0.199048811762216,1.678646247227823,0.7084830803978015
72,-67.73363071680069,4.904269011081908,6.922144987334102,0.23657196184221374,1.5886139274499986,0.2996769258037467
73,-68.48425757884979,4.765537712926639,7.065713088288481,0.22206969562834555,1.6483016809567497,0.47463959297494074
74,-66.78745394945145,4.890100081839357,6.589612124466937,0.3093324744134861,1.6205026063297017,0.6331375609453415
75,-86.26607021689415,4.909605869955882,9.622994710305248,0.32747477593181296,1.611056756672107,0.5226766643975354
76,-71.87462151050568,4.798640815713821,7.695669614746828,0.2052690464329045,1.583966322371442,0.1776643969926548
77,-70.60017991065979,4.83744612466602,7.49037556155783,0.15521477601539538,1.6144083408976737,0.41076585289931
78,-67.31329271197319,4.952084799821044,6.613371434435402,0.3610381746234268,1.6011971844343444,0.4306614756010472
79,-87.25895124673843,4.691631619243036,9.98989532994735,0.29762395347080817,1.5903055823332735,0.28455670675030287
80,-67.70024192333221,4.656779688538197,7.071521925186096,0.2312164063725397,1.5685350509023588,0.23579417731587257
81,-67.52810657024384,4.949545320736915,6.6408989450728555,0.329058058412928,1.6268876024900534,0.6428207339822335
82,-62.75048744678497,4.746920538688333,6.332830866718542,0.16194884482871919,1.6221100751954796,0.22247118926534942
83,-86.35753446817398,4.9387292208041025,9.62463774004081,0.2921210455566017,1.6327163845446546,0.7241132914112186
84,-70.8957559466362,4.8850598261672555,7.248182491722183,0.3369778975576,1.600551974252544,0.40503329445381686
85,-63.7705540060997,4.8237363044791595,6.193424069950275,0.3029203852967708,1.5908391179033168,0.5452831994158956
86,-65.54017549753189,4.666339359343299,6.568615955236353,0.30220989922238845,1.6129981706595364,0.39526443261687705
87,-63.88994833827019,4.812467533716344,6.3133413594325365,0.25443173536244473,1.6015338675274375,0.4040739317379748
88,-64.78937977552414,4.708116697945537,6.438436617746147,0.3348727305308552,1.5951582529366268,0.15478712040397213
89,-64.1903263926506,4.851874285461852,6.225936085884012,0.3321310433315593,1.5976334626039832,0.4042598896295474
90,-104.5931151509285,4.956822441798176,12.488052452385386,0.29227470621902685,1.6202265199987784,0.6384260529379377
91,-72.07460027933121,4.738542016164074,7.275265489007397,0.46888704159765804,1.6479867514659359,0.44897923496860115
92,-73.35913985967636,4.570317161915135,7.954879502849737,0.2651120415003428,1.598859375,0.12614888734251034
93,-60.905715584754944,4.575273120195871,6.07250103541568,0.22067168197444698,1.612734375,0.09502862213984001
94,-63.40986126661301,4.718315408441095,6.2025810260252,0.29888030044548153,1.626415692207373,0.42261896532505383
95,-75.46538269519806,4.976046603897971,7.860383365831563,0.36901839986541274,1.6265779067458133,0.38121391376595426
96,-59.88678225874901,4.976490043236163,5.570709198060516,0.29374458543576376,1.5883540921470924,0.31780792274699454
97,-60.198300659656525,4.561526902831387,6.090843437358404,0.1523025136365164,1.587453125,0.060985965454199154
98,-63.61141926050186,4.916104755061786,6.328568325846211,0.21644554090871768,1.5512048932052285,0.26196384600301603
99,-63.376483619213104,4.83308168953366,6.129378298848721,0.32360489734381714,1.5980368940556902,0.36115325436197077
100,-60.55297803878784,4.596213234437269,5.9566982430558415,0.26306506061439394,1.5522436019668215,0.17939297423407408
101,-63.85098069906235,4.745809122246907,6.3881179721868495,0.20470540032959691,1.6248002362460925,0.4811750086088141
102,-60.1302193403244,4.683970274018998,5.931338518143673,0.1999917127101976,1.56834500571442,0.18931489118519362
103,-89.25952166318893,4.834709959573937,10.291523337377729,0.2522601986137013,1.6029329060193787,0.2903259575700367
104,-74.34557139873505,4.817476288771773,8.013896051284366,0.2279164644817725,1.5986464608066409,0.26331722665472496
105,-63.92204976081848,4.976275786318929,6.160110124555587,0.3160495927725083,1.6224776874483466,0.2712949755250165
106,-65.08302396535873,4.814037400605206,6.601036100594239,0.21252390222893486,1.6174363952988524,0.16831820048546095
107,-61.12590178847313,4.9159962988088335,5.901440838693348,0.18517609638936294,1.627223377495191,0.500536663338243
108,-68.44745373725891,4.882817516953287,6.953873222188513,0.28217745531005023,1.6242357467925097,0.3212432808146888
109,-75.32931226491928,4.901571790231344,8.087649619638153,0.22364410767164428,1.5910376247826836,0.5039227113466143
110,-62.26335060596466,4.675126950627097,6.116761303756586,0.2994872535371703,1.5613328239247424,0.22213228552804057
111,-65.32715111970901,4.880034469600874,6.51223253716317,0.2677161335392403,1.5702937321033195,0.3419825456095233
112,-75.49588114023209,4.753313999030006,8.287148845597748,0.20186777654989624,1.5990475391189825,0.1505009852060098
113,-59.88426348567009,4.9283737938781975,5.703145679566075,0.21019642594262095,1.601216391592212,0.36840400413600016
114,-59.973952293395996,4.561188702562383,5.913365431397746,0.24330432559426088,1.5713131411450765,0.13178598725788065
115,-69.85757160186768,4.804055595085289,7.388870676185654,0.17609521556832677,1.5929855318334196,0.3185574331273078
116,-57.13478487730026,4.668605742448413,5.504125411114467,0.1525642576683786,1.6206007771811106,0.2486753288387063
117,-62.47192585468292,4.833599725685174,6.201771862588311,0.19857529503128424,1.5871430874415227,0.2561606798901955
118,-75.58843696117401,4.443570418947335,8.268220623955898,0.33655744170965624,1.60546875,0.0655847573103483
