episode,total_reward,sinr_dl,sinr_ul,throughput_mbps,delay_ms,bler_pct
0,-15.299979880452156,4.842812900860009,5.392678218767511,0.10652889122880128,1.603703125,0.04992665182682316
1,-12.291440531611443,4.986667072349677,2.7741547367449444,0.2479892079966653,1.6161249999999998,0.03734027539183564
2,-17.800033316016197,5.026167602713253,6.96265373517783,0.27535749103692364,1.6255322458339,0.12399795867178813
3,-12.457046583294868,4.991344134145543,3.0652439430660645,0.10694188905790296,1.5799843749999998,0.012397359093941428
4,-14.112777799367905,4.972233923347261,4.3058081847894005,0.15405345905354678,1.612640625,0.01258059243385471
5,-12.882593899965286,4.971638578667936,3.380459008852884,0.14631423593904777,1.5830156249999998,0.014481900050734721
6,-15.945855155587196,4.925970692580576,5.835650773686757,0.13649674938344866,1.574546875,0.015112469264918781
7,-18.842054083943367,4.952010537804451,7.924692436097814,0.2614152053224357,1.61803125,0.014677747717985218
8,-13.214228957891464,4.922430823526407,3.6420289672998845,0.17099293262263265,1.6085625000000001,0.015629928263252213
9,-12.963385954499245,4.999570942490649,3.4522229360707586,0.13911971238628273,1.553515625,0.01234163428127317
10,-12.68747203052044,4.8912342869626855,3.316046114248428,0.10156895763145221,1.61234375,0.01530664150281796
11,-16.875661253929138,4.911850895692603,6.548607495453968,0.11917884637277269,1.5905811076555603,0.06711298393541315
12,-12.650266870856285,5.0,3.1941783894885405,0.14397570638972862,1.5624531249999998,0.012339457598623175
13,-15.700000330805779,5.023034599529713,5.427992590913651,0.19244195652484114,1.6037813210021206,0.10025530546850805
14,-18.67748774588108,5.0083913379041185,7.794087677326919,0.11457164130860581,1.5918225245762279,0.2036368066509135
15,-13.447228595614433,5.0,3.8355617769899313,0.13472331749770478,1.551421875,0.012339457598623175
16,-17.94914674758911,4.8728082556319166,7.401282123057367,0.12224950428793308,1.6061296737808526,0.08094515002024083
17,-16.223915547132492,4.933890342067665,5.813010792748502,0.22173162848152267,1.634626591563357,0.21652075149537447
18,-15.12669788300991,4.970217006201559,5.112291894880326,0.13394903027125704,1.5817106895410005,0.08333143503618197
19,-11.870870798826218,4.963777402150456,2.6294990887968517,0.103249735114562,1.5881875,0.012880503216110594
20,-15.099396705627441,4.912913128837844,5.144305665542108,0.1380574513129729,1.5900891586294332,0.06763532982080117
