episode,total_reward,reward_per_step,rolling_20ep,best_cumul,throughput_err,sinr_dl_err,sinr_ul_err,delay_err,bler_err,algo
243,-28.6557,-0.4477,-27.9638,-24.0932,0.9772,0.4145,1.8348,0.8845,2.6364,ppo_live2
244,-30.2046,-0.4719,-28.2694,-24.0932,1.0286,0.429,1.8264,1.1731,2.7457,ppo_live2
245,-28.042,-0.4382,-28.2629,-24.0932,0.9724,0.4228,1.4777,1.427,2.6013,ppo_live2
246,-27.4826,-0.4294,-28.0057,-24.0932,0.9489,0.4225,1.6795,0.8886,2.6785,ppo_live2
247,-29.2064,-0.4564,-27.8033,-24.0932,1.0097,0.4156,1.6732,1.3584,2.4437,ppo_live2
248,-28.6797,-0.4481,-27.8612,-24.0932,1.0208,0.4281,1.8461,0.8312,2.371,ppo_live2
249,-29.325,-0.4582,-27.8932,-24.0932,1.0191,0.4249,2.0155,0.7505,2.251,ppo_live2
250,-25.6082,-0.4001,-27.7351,-24.0932,1.0174,0.4152,1.529,0.5589,2.2957,ppo_live2
251,-25.2638,-0.3947,-27.6917,-24.0932,1.0386,0.4196,1.3884,0.6927,2.2253,ppo_live2
252,-23.476,-0.3668,-27.5263,-23.476,0.9983,0.4056,1.2462,0.6488,1.9859,ppo_live2
253,-26.0198,-0.4066,-27.3696,-23.476,0.9838,0.3977,1.6076,0.6198,2.3683,ppo_live2
254,-25.215,-0.394,-27.3182,-23.476,1.0001,0.4329,1.4699,0.5664,2.3504,ppo_live2
255,-25.5965,-0.3999,-27.3653,-23.476,1.0156,0.4104,1.4245,0.7803,2.2808,ppo_live2
256,-26.5727,-0.4152,-27.3839,-23.476,1.0135,0.4752,1.4881,0.8524,2.3988,ppo_live2
257,-29.2919,-0.4577,-27.4274,-23.476,0.9903,0.4878,1.7995,1.0446,2.6284,ppo_live2
258,-26.5384,-0.4147,-27.4214,-23.476,1.0269,0.4353,1.5205,0.8116,2.3119,ppo_live2
259,-24.8658,-0.3885,-27.2921,-23.476,1.0069,0.4145,1.3864,0.7451,2.0434,ppo_live2
260,-26.3198,-0.4112,-27.1376,-23.476,1.0334,0.4591,1.5029,0.6329,2.5672,ppo_live2
261,-27.1023,-0.4235,-27.0357,-23.476,1.0103,0.4169,1.6117,0.736,2.6558,ppo_live2
262,-28.3779,-0.4434,-27.0922,-23.476,1.0398,0.4978,1.6012,0.9084,2.8506,ppo_live2
263,-25.5525,-0.3993,-26.9371,-23.476,1.0135,0.4152,1.3413,0.7876,2.6481,ppo_live2
264,-28.4482,-0.4445,-26.8492,-23.476,1.0163,0.4261,1.6832,0.9913,2.6435,ppo_live2
265,-26.0806,-0.4075,-26.7512,-23.476,1.0043,0.4274,1.3704,0.841,2.8202,ppo_live2
266,-27.9855,-0.4373,-26.7763,-23.476,1.0337,0.4422,1.6576,0.7276,2.8988,ppo_live2
267,-26.5811,-0.4153,-26.645,-23.476,1.0229,0.4691,1.4782,0.5659,3.1157,ppo_live2
268,-24.4799,-0.3825,-26.435,-23.476,1.0142,0.4109,1.2892,0.457,2.9026,ppo_live2
269,-23.7796,-0.3716,-26.1578,-23.476,1.0278,0.4285,1.2328,0.2956,2.8955,ppo_live2
270,-27.5588,-0.4306,-26.2553,-23.476,1.0351,0.3735,1.8655,0.4468,2.3889,ppo_live2
271,-23.8641,-0.3729,-26.1853,-23.476,1.0088,0.4071,1.2622,0.514,2.464,ppo_live2
272,-28.2328,-0.4411,-26.4232,-23.476,1.0039,0.4751,1.6195,1.0103,2.7168,ppo_live2
273,-24.0526,-0.3758,-26.3248,-23.476,1.0298,0.3865,1.1698,0.9278,1.933,ppo_live2
274,-26.4776,-0.4137,-26.3879,-23.476,0.9875,0.4768,1.4519,0.7851,2.8654,ppo_live2
275,-25.1787,-0.3934,-26.3671,-23.476,1.0218,0.4462,1.212,0.7704,2.906,ppo_live2
276,-24.6415,-0.385,-26.2705,-23.476,0.9873,0.4562,1.3237,0.5647,2.676,ppo_live2
277,-25.1003,-0.3922,-26.0609,-23.476,1.0322,0.4518,1.2833,0.6618,2.6682,ppo_live2
278,-22.1405,-0.3459,-25.841,-22.1405,0.9751,0.4001,1.0328,0.6123,2.2894,ppo_live2
279,-23.0139,-0.3596,-25.7484,-22.1405,1.0275,0.4066,1.1372,0.4554,2.4328,ppo_live2
280,-26.4537,-0.4133,-25.7551,-22.1405,1.0022,0.4447,1.4473,0.715,3.0151,ppo_live2
281,-26.1678,-0.4089,-25.7084,-22.1405,1.0352,0.4585,1.2379,0.7743,3.4084,ppo_live2
282,-23.9845,-0.3748,-25.4887,-22.1405,1.0236,0.4421,1.2232,0.4204,2.7884,ppo_live2
283,-24.7223,-0.3863,-25.4472,-22.1405,1.0262,0.4245,1.3551,0.3336,2.9475,ppo_live2
284,-25.829,-0.4036,-25.3163,-22.1405,1.0396,0.4355,1.2857,0.7766,2.9228,ppo_live2
285,-27.836,-0.4349,-25.404,-22.1405,1.0269,0.4366,1.6287,0.7735,2.8767,ppo_live2
286,-22.8289,-0.3567,-25.1462,-22.1405,1.017,0.4265,1.0862,0.3655,2.7969,ppo_live2
287,-25.2139,-0.394,-25.0778,-22.1405,1.0406,0.4394,1.2272,0.6134,3.1254,ppo_live2
288,-26.4438,-0.4132,-25.176,-22.1405,1.0357,0.4673,1.4519,0.7903,2.488,ppo_live2
289,-23.6628,-0.3697,-25.1702,-22.1405,1.0465,0.4605,1.0669,0.6965,2.4108,ppo_live2
290,-23.6668,-0.3698,-24.9756,-22.1405,1.0032,0.4276,1.2791,0.4404,2.4003,ppo_live2
291,-23.8726,-0.373,-24.976,-22.1405,1.0212,0.4047,1.2946,0.4904,2.2805,ppo_live2
292,-25.8709,-0.4042,-24.8579,-22.1405,1.0211,0.4371,1.5604,0.489,2.4358,ppo_live2
293,-23.4997,-0.3672,-24.8303,-22.1405,1.0332,0.3944,1.1421,0.6452,2.3005,ppo_live2
294,-23.5926,-0.3686,-24.686,-22.1405,1.0216,0.3679,1.277,0.5796,2.0159,ppo_live2
295,-25.2609,-0.3947,-24.6901,-22.1405,1.0189,0.4049,1.5307,0.5187,2.1309,ppo_live2
296,-20.969,-0.3276,-24.5065,-20.969,1.0534,0.3807,0.8931,0.4757,1.8751,ppo_live2
297,-24.5406,-0.3834,-24.4785,-20.969,1.0412,0.3737,1.209,0.875,2.1966,ppo_live2
298,-25.0815,-0.3919,-24.6256,-20.969,1.018,0.3858,1.1962,1.0413,2.411,ppo_live2
299,-22.4126,-0.3502,-24.5955,-20.969,1.0286,0.3828,1.1488,0.515,1.807,ppo_live2
300,-25.0515,-0.3914,-24.5254,-20.969,1.0284,0.4122,1.5274,0.4153,2.1528,ppo_live2
301,-21.0051,-0.3282,-24.2673,-20.969,1.0298,0.415,1.0076,0.2278,2.042,ppo_live2
302,-20.8764,-0.3262,-24.1119,-20.8764,1.023,0.3737,1.0801,0.2028,1.7953,ppo_live2
303,-21.5954,-0.3374,-23.9555,-20.8764,1.03,0.3942,1.1198,0.2343,1.9761,ppo_live2
304,-23.4767,-0.3668,-23.8379,-20.8764,1.0412,0.4457,1.0477,0.443,3.0713,ppo_live2
305,-23.3535,-0.3649,-23.6138,-20.8764,1.038,0.3856,1.2056,0.3149,2.6811,ppo_live2
306,-23.4297,-0.3661,-23.6438,-20.8764,1.032,0.4813,1.039,0.535,2.8288,ppo_live2
307,-24.5906,-0.3842,-23.6126,-20.8764,1.0243,0.4771,1.1133,0.8107,2.7428,ppo_live2
308,-23.9671,-0.3745,-23.4888,-20.8764,0.9946,0.4032,1.1656,0.7475,2.5603,ppo_live2
309,-26.4293,-0.413,-23.6271,-20.8764,1.0304,0.4572,1.3365,0.8044,3.0832,ppo_live2
310,-25.5918,-0.3999,-23.7234,-20.8764,1.0481,0.4597,1.2124,0.843,2.8144,ppo_live2
311,-23.6117,-0.3689,-23.7103,-20.8764,0.9621,0.4063,1.2087,0.5799,2.722,ppo_live2
312,-24.4592,-0.3822,-23.6397,-20.8764,1.0215,0.3963,1.1599,0.8146,2.621,ppo_live2
313,-24.9782,-0.3903,-23.7137,-20.8764,1.0233,0.4022,1.0381,1.2501,2.5182,ppo_live2
314,-24.5969,-0.3843,-23.7639,-20.8764,1.0449,0.4399,0.9886,1.1025,2.5809,ppo_live2
315,-23.748,-0.3711,-23.6882,-20.8764,1.0225,0.4204,1.0589,0.8016,2.5349,ppo_live2
316,-25.0958,-0.3921,-23.8946,-20.8764,1.0413,0.3917,1.2872,0.6825,2.6742,ppo_live2
317,-23.7628,-0.3713,-23.8557,-20.8764,1.0029,0.3983,1.1073,0.7151,2.723,ppo_live2
318,-24.8154,-0.3877,-23.8424,-20.8764,1.0418,0.4043,1.1442,0.9795,2.3931,ppo_live2
319,-22.8548,-0.3571,-23.8645,-20.8764,1.0326,0.3863,1.1229,0.6333,1.9475,ppo_live2
320,-24.5656,-0.3838,-23.8402,-20.8764,1.0345,0.4128,1.3553,0.3968,2.6325,ppo_live2
321,-23.1348,-0.3615,-23.9467,-20.8764,1.0277,0.4156,1.1366,0.3566,2.7528,ppo_live2
322,-23.1867,-0.3623,-24.0622,-20.8764,1.0038,0.4261,1.1767,0.3105,2.8613,ppo_live2
323,-24.7325,-0.3864,-24.2191,-20.8764,1.0351,0.463,1.2813,0.4669,2.8275,ppo_live2
324,-25.3182,-0.3956,-24.3111,-20.8764,0.9983,0.4141,1.556,0.446,2.3623,ppo_live2
325,-23.9014,-0.3735,-24.3385,-20.8764,1.0158,0.4056,1.3604,0.3577,2.3446,ppo_live2
326,-22.8597,-0.3572,-24.31,-20.8764,1.0311,0.4085,1.1462,0.4122,2.3432,ppo_live2
327,-23.5262,-0.3676,-24.2568,-20.8764,0.9992,0.438,1.0493,0.8738,2.3601,ppo_live2
328,-22.4542,-0.3508,-24.1812,-20.8764,1.0118,0.408,1.1,0.6792,1.736,ppo_live2
329,-24.4536,-0.3821,-24.0824,-20.8764,1.0332,0.4619,1.3388,0.5397,2.1566,ppo_live2
330,-23.7853,-0.3716,-23.9921,-20.8764,1.0181,0.4275,1.2486,0.54,2.2846,ppo_live2
331,-23.3725,-0.3652,-23.9801,-20.8764,1.0105,0.4028,1.0795,0.7061,2.5111,ppo_live2
332,-24.381,-0.381,-23.9762,-20.8764,1.0376,0.3991,1.1681,0.7608,2.5255,ppo_live2
333,-23.976,-0.3746,-23.9261,-20.8764,1.0099,0.4074,1.1002,0.6656,2.9732,ppo_live2
334,-25.6006,-0.4,-23.9763,-20.8764,1.019,0.4125,1.1673,0.9785,3.0441,ppo_live2
335,-23.2474,-0.3632,-23.9512,-20.8764,1.0311,0.4073,1.034,0.7147,2.454,ppo_live2
336,-22.3682,-0.3495,-23.8148,-20.8764,1.0435,0.4605,0.9416,0.4064,2.7732,ppo_live2
337,-24.4353,-0.3818,-23.8485,-20.8764,1.0505,0.4123,1.1442,0.6083,2.9388,ppo_live2
338,-25.9101,-0.4048,-23.9032,-20.8764,1.023,0.3959,1.2526,0.9637,2.9079,ppo_live2
339,-23.7143,-0.3705,-23.9462,-20.8764,1.021,0.3727,1.1712,0.4488,2.9593,ppo_live2
340,-27.9633,-0.4369,-24.1161,-20.8764,1.0087,0.4566,1.3312,1.3187,3.1866,ppo_live2
341,-24.1928,-0.378,-24.169,-20.8764,1.012,0.3978,1.1957,0.7014,2.5844,ppo_live2
342,-25.082,-0.3919,-24.2637,-20.8764,1.0232,0.4316,1.3226,0.592,2.7494,ppo_live2
343,-22.8008,-0.3563,-24.1671,-20.8764,1.0256,0.4336,1.1307,0.4229,2.326,ppo_live2
344,-23.6826,-0.37,-24.0854,-20.8764,1.0145,0.3745,1.2215,0.6135,2.3156,ppo_live2
345,-22.3887,-0.3498,-24.0097,-20.8764,1.0353,0.3673,1.124,0.3836,2.2296,ppo_live2
346,-22.879,-0.3575,-24.0107,-20.8764,1.0112,0.3919,1.2548,0.3759,2.0965,ppo_live2
347,-24.8369,-0.3881,-24.0762,-20.8764,1.0404,0.4115,1.3791,0.5208,2.3748,ppo_live2
348,-23.8376,-0.3725,-24.1454,-20.8764,1.0315,0.4001,1.2116,0.3502,2.9536,ppo_live2
349,-21.5973,-0.3375,-24.0026,-20.8764,1.01,0.3886,0.9686,0.2503,2.8575,ppo_live2
350,-22.8365,-0.3568,-23.9551,-20.8764,1.0355,0.395,0.9631,0.5853,2.8087,ppo_live2
351,-23.8932,-0.3733,-23.9812,-20.8764,1.0302,0.4285,1.0268,0.6711,3.0574,ppo_live2
352,-22.9605,-0.3588,-23.9102,-20.8764,1.041,0.4295,0.997,0.4271,3.0046,ppo_live2
353,-24.1215,-0.3769,-23.9174,-20.8764,1.0398,0.3686,1.2064,0.6346,2.5063,ppo_live2
354,-24.1409,-0.3772,-23.8444,-20.8764,1.0396,0.4152,1.1025,0.7803,2.5621,ppo_live2
355,-23.707,-0.3704,-23.8674,-20.8764,1.0357,0.4241,1.1326,0.5634,2.6217,ppo_live2
356,-23.1,-0.3609,-23.904,-20.8764,1.0477,0.427,0.9531,0.5977,2.8619,ppo_live2
357,-24.4428,-0.3819,-23.9044,-20.8764,0.9979,0.4553,1.1801,0.5443,3.2118,ppo_live2
358,-24.423,-0.3816,-23.83,-20.8764,1.0411,0.4099,1.1163,0.6717,2.9869,ppo_live2
359,-23.8666,-0.3729,-23.8377,-20.8764,1.0462,0.4556,1.0092,0.5664,3.1983,ppo_live2
360,-23.8352,-0.3724,-23.6313,-20.8764,1.0358,0.3986,1.2145,0.503,2.5263,ppo_live2
361,-21.6365,-0.3381,-23.5034,-20.8764,1.0363,0.3882,0.9346,0.4136,2.4534,ppo_live2
362,-21.6165,-0.3378,-23.3302,-20.8764,1.0311,0.4181,0.9034,0.3839,2.6324,ppo_live2
363,-22.057,-0.3446,-23.293,-20.8764,1.0402,0.3871,1.0113,0.3159,2.6163,ppo_live2
364,-22.2801,-0.3481,-23.2228,-20.8764,1.0275,0.3745,1.0037,0.512,2.4651,ppo_live2
365,-23.0263,-0.3598,-23.2547,-20.8764,1.0315,0.4059,0.9719,0.6921,2.6487,ppo_live2
366,-20.7064,-0.3235,-23.1461,-20.7064,1.0186,0.3795,0.9762,0.3004,1.9571,ppo_live2
367,-20.1556,-0.3149,-22.912,-20.1556,1.0431,0.367,0.9005,0.2744,1.8173,ppo_live2
368,-22.5494,-0.3523,-22.8476,-20.1556,1.0233,0.3961,1.1618,0.2669,2.4755,ppo_live2
369,-21.5884,-0.3373,-22.8472,-20.1556,1.0123,0.4078,1.0108,0.2552,2.5618,ppo_live2
370,-22.2098,-0.347,-22.8158,-20.1556,1.0329,0.3997,0.9862,0.3759,2.7348,ppo_live2
371,-23.6477,-0.3695,-22.8036,-20.1556,1.0036,0.4172,1.1761,0.5157,2.7355,ppo_live2
372,-20.0959,-0.314,-22.6603,-20.0959,1.0078,0.4074,0.7677,0.3142,2.4982,ppo_live2
373,-22.074,-0.3449,-22.558,-20.0959,1.0443,0.3897,0.9296,0.5352,2.4529,ppo_live2
374,-24.5827,-0.3841,-22.58,-20.0959,1.0269,0.3787,1.1418,0.9514,2.4695,ppo_live2
375,-24.7658,-0.387,-22.633,-20.0959,1.0546,0.3993,1.2486,0.6746,2.511,ppo_live2
376,-24.0332,-0.3755,-22.6796,-20.0959,1.0447,0.4589,0.913,0.962,2.8235,ppo_live2
377,-22.8619,-0.3572,-22.6006,-20.0959,1.0237,0.3889,0.9536,0.7727,2.5109,ppo_live2
378,-23.8918,-0.3733,-22.574,-20.0959,1.0259,0.3945,1.0599,0.8091,2.6631,ppo_live2
379,-25.9869,-0.406,-22.6801,-20.0959,1.0335,0.3964,1.1459,1.2416,2.7261,ppo_live2
380,-24.3803,-0.3809,-22.7073,-20.0959,1.0467,0.3921,1.1697,0.7927,2.3862,ppo_live2
381,-21.9716,-0.3433,-22.7241,-20.0959,1.034,0.3791,1.0405,0.4939,2.0247,ppo_live2
382,-22.3773,-0.3496,-22.7621,-20.0959,1.0332,0.4068,1.0048,0.6322,2.1113,ppo_live2
383,-21.8461,-0.3413,-22.7516,-20.0959,1.0417,0.39,1.0125,0.4663,2.0513,ppo_live2
384,-22.2339,-0.3474,-22.7492,-20.0959,1.0302,0.3705,1.1219,0.3469,2.2411,ppo_live2
385,-21.996,-0.3437,-22.6977,-20.0959,1.0039,0.3834,1.1441,0.279,2.2786,ppo_live2
386,-22.4249,-0.3504,-22.7837,-20.0959,1.0359,0.3912,1.0834,0.3394,2.5073,ppo_live2
387,-23.8595,-0.3728,-22.9689,-20.0959,1.0467,0.4215,1.1077,0.6168,2.6555,ppo_live2
388,-23.4503,-0.3664,-23.0139,-20.0959,1.0218,0.4529,1.1241,0.4509,2.7771,ppo_live2
389,-22.3659,-0.3495,-23.0528,-20.0959,1.0341,0.4152,0.9871,0.4586,2.5975,ppo_live2
390,-22.6751,-0.3543,-23.076,-20.0959,1.0208,0.4102,0.9551,0.7806,2.3064,ppo_live2
391,-25.8329,-0.4036,-23.1853,-20.0959,1.0472,0.4322,1.2172,1.1252,2.3482,ppo_live2
392,-24.615,-0.3846,-23.4113,-20.0959,1.0276,0.4391,1.2303,0.8019,2.2694,ppo_live2
393,-22.0076,-0.3439,-23.4079,-20.0959,1.0123,0.3917,1.0115,0.5717,2.1352,ppo_live2
394,-22.2088,-0.347,-23.2892,-20.0959,1.0298,0.3667,1.0395,0.5848,2.0502,ppo_live2
395,-23.0795,-0.3606,-23.2049,-20.0959,1.0182,0.3967,1.0794,0.6622,2.3501,ppo_live2
396,-22.1982,-0.3468,-23.1132,-20.0959,1.0188,0.3619,0.9545,0.7629,2.1169,ppo_live2
397,-23.6555,-0.3696,-23.1529,-20.0959,1.0315,0.3956,1.0223,0.8655,2.4803,ppo_live2
398,-23.0978,-0.3609,-23.1132,-20.0959,1.0221,0.3785,1.0217,0.758,2.4292,ppo_live2
399,-22.6533,-0.354,-22.9465,-20.0959,1.0102,0.3728,1.1451,0.5702,2.0385,ppo_live2
400,-22.1088,-0.3454,-22.8329,-20.0959,0.9927,0.3745,1.0705,0.384,2.5787,ppo_live2
401,-23.4404,-0.3663,-22.9063,-20.0959,1.0423,0.4093,1.0243,0.543,2.9934,ppo_live2
402,-23.0813,-0.3606,-22.9415,-20.0959,1.049,0.3914,1.033,0.5047,2.7593,ppo_live2
403,-24.1058,-0.3767,-23.0545,-20.0959,1.0351,0.405,1.0243,0.7504,3.0591,ppo_live2
404,-23.8792,-0.3731,-23.1368,-20.0959,1.0376,0.4064,0.9472,0.7584,3.2259,ppo_live2
405,-24.3088,-0.3798,-23.2524,-20.0959,1.0267,0.3926,1.0266,0.9422,2.8211,ppo_live2
406,-22.378,-0.3497,-23.2501,-20.0959,1.0465,0.3937,0.9129,0.5721,2.6551,ppo_live2
407,-22.3612,-0.3494,-23.1752,-20.0959,1.0472,0.4114,0.9794,0.4747,2.5036,ppo_live2
408,-22.8171,-0.3565,-23.1435,-20.0959,1.0078,0.3785,1.2139,0.3221,2.4458,ppo_live2
409,-23.0451,-0.3601,-23.1775,-20.0959,1.0396,0.3688,1.125,0.4686,2.4885,ppo_live2
410,-23.4121,-0.3658,-23.2143,-20.0959,1.0367,0.3907,1.094,0.6442,2.4586,ppo_live2
411,-23.5706,-0.3683,-23.1012,-20.0959,1.0513,0.3954,1.0158,0.7312,2.6341,ppo_live2
412,-21.5445,-0.3366,-22.9477,-20.0959,1.0376,0.389,0.936,0.3805,2.4459,ppo_live2
413,-21.9852,-0.3435,-22.9466,-20.0959,1.0361,0.3912,1.065,0.3957,2.1132,ppo_live2
414,-22.1356,-0.3459,-22.9429,-20.0959,1.0393,0.3782,1.1045,0.2982,2.2851,ppo_live2
415,-24.1057,-0.3767,-22.9942,-20.0959,1.029,0.3764,1.1636,0.7609,2.4537,ppo_live2
416,-22.2264,-0.3473,-22.9956,-20.0959,1.0194,0.396,0.9576,0.5243,2.63,ppo_live2
417,-22.2589,-0.3478,-22.9258,-20.0959,1.0377,0.378,1.0438,0.3702,2.5176,ppo_live2
418,-20.5652,-0.3213,-22.7992,-20.0959,1.0363,0.3788,0.8484,0.2472,2.4875,ppo_live2
419,-22.3974,-0.35,-22.7864,-20.0959,1.0245,0.3912,1.004,0.4735,2.6324,ppo_live2
420,-23.1408,-0.3616,-22.838,-20.0959,1.0456,0.3749,1.0304,0.6848,2.4355,ppo_live2
421,-22.4933,-0.3515,-22.7906,-20.0959,1.0151,0.3941,1.0562,0.5105,2.4169,ppo_live2
422,-22.4757,-0.3512,-22.7603,-20.0959,1.023,0.3959,1.1298,0.3649,2.3356,ppo_live2
423,-22.0269,-0.3442,-22.6564,-20.0959,1.0481,0.3897,1.0497,0.3706,2.1988,ppo_live2
424,-23.8366,-0.3724,-22.6542,-20.0959,1.013,0.3753,1.2213,0.7098,2.2061,ppo_live2
425,-22.5008,-0.3516,-22.5638,-20.0959,1.0571,0.3806,1.0007,0.6399,2.0962,ppo_live2
426,-23.9443,-0.3741,-22.6422,-20.0959,1.024,0.3889,1.0959,0.9283,2.2539,ppo_live2
427,-22.9727,-0.3589,-22.6727,-20.0959,1.0143,0.4044,1.098,0.5638,2.4297,ppo_live2
428,-22.4716,-0.3511,-22.6555,-20.0959,1.0254,0.3873,1.0268,0.6791,2.0648,ppo_live2
429,-21.1374,-0.3303,-22.5601,-20.0959,1.0175,0.3775,0.9668,0.47,1.9297,ppo_live2
430,-21.4786,-0.3356,-22.4634,-20.0959,1.0094,0.3851,0.8993,0.7181,1.9553,ppo_live2
431,-21.5336,-0.3365,-22.3616,-20.0959,1.0225,0.3565,0.9635,0.65,1.8204,ppo_live2
432,-24.1845,-0.3779,-22.4936,-20.0959,1.0204,0.38,1.1795,0.8242,2.3325,ppo_live2
433,-22.0115,-0.3439,-22.4949,-20.0959,1.0317,0.3615,0.9673,0.4561,2.578,ppo_live2
434,-21.0511,-0.3289,-22.4406,-20.0959,1.0172,0.3684,0.9833,0.2766,2.2888,ppo_live2
435,-21.4331,-0.3349,-22.307,-20.0959,1.0165,0.3689,0.9371,0.582,2.058,ppo_live2
436,-21.0526,-0.3289,-22.2483,-20.0959,1.0451,0.3888,1.0176,0.2602,1.8988,ppo_live2
437,-20.7633,-0.3244,-22.1735,-20.0959,1.009,0.3739,0.991,0.2702,2.0884,ppo_live2
438,-21.3409,-0.3335,-22.2123,-20.0959,1.0214,0.3803,1.0251,0.2338,2.3512,ppo_live2
439,-22.2049,-0.347,-22.2027,-20.0959,1.0239,0.4103,1.0751,0.3006,2.5155,ppo_live2
440,-21.4448,-0.3351,-22.1179,-20.0959,1.0174,0.3729,1.0532,0.2845,2.2139,ppo_live2
441,-22.4909,-0.3514,-22.1178,-20.0959,1.0139,0.3755,1.0047,0.6101,2.479,ppo_live2
442,-22.0732,-0.3449,-22.0977,-20.0959,1.0227,0.3799,1.0115,0.4798,2.368,ppo_live2
443,-21.747,-0.3398,-22.0837,-20.0959,1.0227,0.4023,0.908,0.6965,2.0323,ppo_live2
444,-23.7704,-0.3714,-22.0804,-20.0959,1.0256,0.3762,1.0101,0.964,2.4776,ppo_live2
445,-24.5532,-0.3836,-22.183,-20.0959,1.0248,0.3912,1.0543,1.0942,2.511,ppo_live2
446,-22.9375,-0.3584,-22.1326,-20.0959,0.9963,0.3923,0.9736,0.8483,2.4785,ppo_live2
447,-22.3186,-0.3487,-22.0999,-20.0959,1.0329,0.3619,0.912,0.7875,2.2559,ppo_live2
448,-21.3776,-0.334,-22.0452,-20.0959,1.0142,0.3747,1.0166,0.3686,2.1535,ppo_live2
449,-20.8386,-0.3256,-22.0303,-20.0959,1.0158,0.3785,0.9493,0.377,2.0262,ppo_live2
450,-20.6437,-0.3226,-21.9885,-20.0959,1.0142,0.348,0.9916,0.2956,1.9539,ppo_live2
451,-22.0043,-0.3438,-22.0121,-20.0959,1.0134,0.406,1.0076,0.3769,2.5955,ppo_live2
452,-21.9451,-0.3429,-21.9001,-20.0959,1.0246,0.403,0.9881,0.4783,2.3162,ppo_live2
453,-22.2467,-0.3476,-21.9119,-20.0959,1.0142,0.4133,1.0502,0.52,2.1898,ppo_live2
454,-23.3024,-0.3641,-22.0244,-20.0959,1.002,0.4174,1.0179,0.9282,2.236,ppo_live2
455,-22.7545,-0.3555,-22.0905,-20.0959,1.0357,0.3872,0.999,0.8333,1.9629,ppo_live2
456,-20.9709,-0.3277,-22.0864,-20.0959,1.0303,0.3912,0.9352,0.4808,1.8,ppo_live2
457,-20.4081,-0.3189,-22.0687,-20.0959,1.0039,0.3702,0.8397,0.5422,1.935,ppo_live2
458,-23.6935,-0.3702,-22.1863,-20.0959,1.0211,0.3945,1.0232,1.0082,2.2291,ppo_live2
459,-22.3647,-0.3494,-22.1943,-20.0959,0.9869,0.3645,1.0133,0.7034,2.3347,ppo_live2
460,-22.6029,-0.3532,-22.2522,-20.0959,1.0056,0.3789,0.9961,0.7254,2.3753,ppo_live2
461,-22.1134,-0.3455,-22.2333,-20.0959,1.0291,0.3769,0.9298,0.654,2.3311,ppo_live2
462,-22.5607,-0.3525,-22.2577,-20.0959,1.0173,0.3895,0.872,0.9382,2.3165,ppo_live2
463,-20.7765,-0.3246,-22.2092,-20.0959,1.0326,0.4122,0.837,0.3915,2.2929,ppo_live2
464,-20.5913,-0.3217,-22.0502,-20.0959,1.0003,0.3615,0.9361,0.274,2.3156,ppo_live2
465,-19.3369,-0.3021,-21.7894,-19.3369,0.9734,0.3966,0.8442,0.2197,2.0445,ppo_live2
466,-20.6528,-0.3227,-21.6752,-19.3369,0.9932,0.3841,0.8433,0.4787,2.3127,ppo_live2
467,-22.1497,-0.3461,-21.6667,-19.3369,0.9475,0.3949,1.0061,0.5152,2.8923,ppo_live2
468,-23.1145,-0.3612,-21.7536,-19.3369,0.9715,0.3702,1.0994,0.8011,2.347,ppo_live2
469,-22.4434,-0.3507,-21.8338,-19.3369,1.0231,0.382,0.9497,0.6733,2.4738,ppo_live2
470,-22.6933,-0.3546,-21.9363,-19.3369,1.0012,0.3927,1.0295,0.534,2.7559,ppo_live2
471,-21.7609,-0.34,-21.9241,-19.3369,0.9651,0.3677,1.0039,0.3928,2.8419,ppo_live2
472,-22.8639,-0.3572,-21.9701,-19.3369,1.0103,0.38,1.1257,0.4726,2.5249,ppo_live2
473,-22.5378,-0.3522,-21.9846,-19.3369,0.9787,0.3547,1.1345,0.4912,2.4798,ppo_live2
474,-21.8644,-0.3416,-21.9127,-19.3369,0.9877,0.3736,0.9523,0.589,2.506,ppo_live2
475,-20.4689,-0.3198,-21.7984,-19.3369,1.0091,0.3886,0.9183,0.2827,2.1534,ppo_live2
476,-21.6128,-0.3377,-21.8305,-19.3369,1.0294,0.3816,0.9066,0.4884,2.4565,ppo_live2
477,-23.1903,-0.3623,-21.9696,-19.3369,1.0257,0.3553,1.0751,0.6629,2.5036,ppo_live2
478,-23.5835,-0.3685,-21.9641,-19.3369,1.0169,0.3671,1.085,0.8183,2.4095,ppo_live2
479,-22.8648,-0.3573,-21.9891,-19.3369,1.0001,0.3779,1.0751,0.6987,2.2952,ppo_live2
480,-21.4088,-0.3345,-21.9294,-19.3369,0.9972,0.3893,0.9073,0.5314,2.4081,ppo_live2
481,-21.4707,-0.3355,-21.8973,-19.3369,1.0166,0.3957,0.9637,0.4308,2.2648,ppo_live2
482,-21.6205,-0.3378,-21.8503,-19.3369,1.0084,0.4015,1.0061,0.4476,2.1748,ppo_live2
483,-21.5717,-0.3371,-21.8901,-19.3369,0.995,0.3823,1.0351,0.5163,1.969,ppo_live2
484,-21.4238,-0.3347,-21.9317,-19.3369,0.9525,0.3618,0.9813,0.6609,2.1303,ppo_live2
485,-23.38,-0.3653,-22.1338,-19.3369,0.9962,0.3952,1.0391,0.8857,2.3964,ppo_live2
486,-21.7001,-0.3391,-22.1862,-19.3369,1.0158,0.3736,0.9657,0.5799,2.1227,ppo_live2
