episode,total_reward,reward_per_step,rolling_20ep,best_cumul,throughput_err,sinr_dl_err,sinr_ul_err,delay_err,bler_err,algo
487,-23.1548,-0.3618,-22.2365,-19.3369,1.007,0.3865,1.0885,0.7462,2.2633,ppo_live2
488,-20.0783,-0.3137,-22.0847,-19.3369,0.9877,0.3712,0.8234,0.527,1.9158,ppo_live2
489,-20.4154,-0.319,-21.9833,-19.3369,0.9831,0.3601,0.8674,0.5005,2.0877,ppo_live2
490,-22.8688,-0.3573,-21.992,-19.3369,1.0346,0.3814,0.9408,0.8521,2.3194,ppo_live2
491,-22.3652,-0.3495,-22.0222,-19.3369,1.0119,0.3667,0.9979,0.6214,2.4242,ppo_live2
492,-21.4573,-0.3353,-21.9519,-19.3369,1.0474,0.3633,0.9553,0.4637,2.064,ppo_live2
493,-20.7082,-0.3236,-21.8604,-19.3369,0.9997,0.3785,0.9871,0.2515,2.1699,ppo_live2
494,-21.6393,-0.3381,-21.8492,-19.3369,1.0004,0.3689,0.9715,0.499,2.3757,ppo_live2
495,-20.7055,-0.3235,-21.861,-19.3369,0.9622,0.365,0.9872,0.3059,2.3464,ppo_live2
496,-21.9513,-0.343,-21.8779,-19.3369,0.9677,0.3651,1.0581,0.4805,2.4877,ppo_live2
497,-21.7449,-0.3398,-21.8057,-19.3369,1.0179,0.3629,1.0593,0.208,2.6303,ppo_live2
498,-21.0627,-0.3291,-21.6796,-19.3369,1.0026,0.3982,0.9528,0.1712,2.7484,ppo_live2
499,-21.1072,-0.3298,-21.5917,-19.3369,0.9858,0.3642,1.0667,0.191,2.3746,ppo_live2
500,-22.3255,-0.3488,-21.6376,-19.3369,1.0128,0.4018,0.9525,0.5536,2.6949,ppo_live2
501,-21.8353,-0.3412,-21.6558,-19.3369,0.9931,0.3662,1.0428,0.383,2.5236,ppo_live2
502,-22.3134,-0.3486,-21.6904,-19.3369,0.989,0.3781,1.0171,0.5006,2.7326,ppo_live2
503,-22.035,-0.3443,-21.7136,-19.3369,1.0003,0.3969,0.982,0.3959,2.8207,ppo_live2
504,-24.5579,-0.3837,-21.8703,-19.3369,0.9912,0.3646,1.4546,0.5624,2.1613,ppo_live2
505,-22.7485,-0.3554,-21.8387,-19.3369,0.9449,0.453,1.0034,0.6676,2.8675,ppo_live2
506,-22.2098,-0.347,-21.8642,-19.3369,0.9858,0.4024,1.0056,0.5153,2.6352,ppo_live2
507,-23.5651,-0.3682,-21.8847,-19.3369,1.0309,0.3683,1.082,0.7953,2.3593,ppo_live2
508,-22.0407,-0.3444,-21.9828,-19.3369,0.9269,0.4058,0.9377,0.9182,2.2697,ppo_live2
509,-22.5636,-0.3526,-22.0903,-19.3369,0.9993,0.3627,0.9625,1.012,1.8834,ppo_live2
510,-20.9597,-0.3275,-21.9948,-19.3369,1.0108,0.391,0.8136,0.7548,1.8613,ppo_live2
511,-22.4235,-0.3504,-21.9977,-19.3369,0.9718,0.3547,1.177,0.6397,1.8589,ppo_live2
512,-21.8408,-0.3413,-22.0169,-19.3369,0.9951,0.3587,0.998,0.6379,2.118,ppo_live2
513,-21.6917,-0.3389,-22.0661,-19.3369,0.9572,0.3677,0.985,0.7199,2.1237,ppo_live2
514,-20.8319,-0.3255,-22.0257,-19.3369,0.9951,0.348,0.9213,0.6357,1.7457,ppo_live2
515,-22.2523,-0.3477,-22.103,-19.3369,1.0278,0.399,1.0743,0.4751,2.1191,ppo_live2
516,-21.8716,-0.3417,-22.0991,-19.3369,1.0056,0.3866,1.0087,0.3283,2.7144,ppo_live2
517,-22.2793,-0.3481,-22.1258,-19.3369,1.0114,0.3852,1.001,0.4829,2.645,ppo_live2
518,-22.4255,-0.3504,-22.1939,-19.3369,0.9626,0.3733,1.0745,0.6805,2.294,ppo_live2
519,-20.9589,-0.3275,-22.1865,-19.3369,0.9949,0.3628,0.9893,0.4227,2.0024,ppo_live2
520,-21.405,-0.3345,-22.1405,-19.3369,1.0,0.3683,0.9578,0.4749,2.3257,ppo_live2
521,-24.7784,-0.3872,-22.2876,-19.3369,1.0183,0.3736,1.0824,1.1676,2.4562,ppo_live2
522,-22.7866,-0.356,-22.3113,-19.3369,1.0012,0.3726,0.9635,0.8323,2.4632,ppo_live2
523,-23.3024,-0.3641,-22.3747,-19.3369,0.9825,0.3735,1.1231,0.7073,2.5187,ppo_live2
524,-21.4129,-0.3346,-22.2174,-19.3369,0.979,0.3749,1.0358,0.4765,2.0788,ppo_live2
525,-22.9449,-0.3585,-22.2272,-19.3369,0.9935,0.4119,1.0823,0.7366,2.1921,ppo_live2
526,-22.1871,-0.3467,-22.2261,-19.3369,0.9652,0.3905,0.9476,0.8554,2.2421,ppo_live2
527,-22.6693,-0.3542,-22.1813,-19.3369,0.9526,0.3875,0.9444,1.0112,2.3476,ppo_live2
528,-22.6109,-0.3533,-22.2098,-19.3369,0.9457,0.364,0.9644,1.0908,2.1133,ppo_live2
529,-22.0623,-0.3447,-22.1848,-19.3369,0.9809,0.3788,0.9123,0.8697,2.1968,ppo_live2
530,-21.9883,-0.3436,-22.2362,-19.3369,0.9765,0.3699,0.8929,0.9775,2.022,ppo_live2
531,-20.0956,-0.314,-22.1198,-19.3369,0.9458,0.3449,0.8682,0.6253,1.8399,ppo_live2
532,-21.551,-0.3367,-22.1053,-19.3369,1.0071,0.3815,0.954,0.708,1.7894,ppo_live2
533,-20.8734,-0.3261,-22.0644,-19.3369,0.9876,0.3758,0.9864,0.4917,1.7996,ppo_live2
534,-21.1328,-0.3302,-22.0794,-19.3369,0.9776,0.396,1.0197,0.383,2.1323,ppo_live2
535,-20.4717,-0.3199,-21.9904,-19.3369,0.9896,0.3725,0.9197,0.3805,2.0905,ppo_live2
536,-21.1354,-0.3302,-21.9536,-19.3369,0.9904,0.3705,1.0431,0.2453,2.3288,ppo_live2
537,-21.3045,-0.3329,-21.9048,-19.3369,0.9837,0.3787,1.0016,0.3399,2.4623,ppo_live2
538,-23.1333,-0.3615,-21.9402,-19.3369,0.9657,0.3991,1.083,0.6664,2.7518,ppo_live2
539,-22.5478,-0.3523,-22.0197,-19.3369,0.9562,0.3532,1.0838,0.6895,2.4179,ppo_live2
540,-25.2576,-0.3946,-22.2123,-19.3369,0.9674,0.353,1.4837,0.6786,2.4795,ppo_live2
541,-23.3642,-0.3651,-22.1416,-19.3369,0.9731,0.361,1.0393,0.9927,2.3741,ppo_live2
542,-22.7443,-0.3554,-22.1395,-19.3369,0.9764,0.3809,0.9636,0.9461,2.3102,ppo_live2
543,-22.3796,-0.3497,-22.0933,-19.3369,0.9221,0.3574,1.1452,0.6647,2.2873,ppo_live2
544,-22.64,-0.3537,-22.1547,-19.3369,0.9813,0.3785,1.0367,0.6048,2.6865,ppo_live2
545,-23.7965,-0.3718,-22.1973,-19.3369,1.0024,0.391,1.2657,0.4794,2.5682,ppo_live2
546,-22.6148,-0.3534,-22.2187,-19.3369,0.9663,0.4063,0.9758,0.7681,2.606,ppo_live2
547,-22.4537,-0.3508,-22.2079,-19.3369,1.0007,0.3901,1.0271,0.5178,2.6311,ppo_live2
548,-21.663,-0.3385,-22.1605,-19.3369,1.0006,0.3658,1.017,0.4072,2.4026,ppo_live2
549,-20.6921,-0.3233,-22.092,-19.3369,1.0141,0.3897,0.9608,0.3269,1.9645,ppo_live2
550,-20.1474,-0.3148,-21.9999,-19.3369,0.9179,0.3954,0.9712,0.31,2.2365,ppo_live2
551,-20.6554,-0.3227,-22.0279,-19.3369,0.9483,0.3626,1.0106,0.3187,2.2684,ppo_live2
552,-21.9738,-0.3433,-22.0491,-19.3369,1.0129,0.3753,1.0055,0.5071,2.337,ppo_live2
553,-21.3752,-0.334,-22.0742,-19.3369,0.9859,0.3815,1.0786,0.3304,2.1321,ppo_live2
554,-21.483,-0.3357,-22.0917,-19.3369,1.0363,0.3933,0.9547,0.4256,2.1902,ppo_live2
555,-22.4716,-0.3511,-22.1917,-19.3369,0.9633,0.3725,0.998,0.8768,2.2184,ppo_live2
556,-19.546,-0.3054,-22.1122,-19.3369,0.9818,0.3733,0.8518,0.3654,1.8016,ppo_live2
557,-21.9897,-0.3436,-22.1464,-19.3369,0.9704,0.3961,0.9952,0.635,2.3478,ppo_live2
558,-21.1432,-0.3304,-22.0469,-19.3369,0.9553,0.3652,1.0179,0.4854,2.1377,ppo_live2
559,-22.3704,-0.3495,-22.0381,-19.3369,0.9784,0.3992,1.0391,0.5986,2.4484,ppo_live2
560,-19.9732,-0.3121,-21.7738,-19.3369,0.9823,0.3656,0.867,0.2492,2.3648,ppo_live2
561,-20.5419,-0.321,-21.6327,-19.3369,0.9427,0.3668,0.9052,0.4746,2.3491,ppo_live2
562,-21.0422,-0.3288,-21.5476,-19.3369,0.9448,0.3823,0.9465,0.522,2.3601,ppo_live2
563,-21.7967,-0.3406,-21.5185,-19.3369,0.9263,0.3542,1.0627,0.605,2.3698,ppo_live2
564,-20.759,-0.3244,-21.4244,-19.3369,0.9839,0.3812,0.9776,0.396,2.0076,ppo_live2
565,-20.6659,-0.3229,-21.2679,-19.3369,0.9905,0.349,1.0766,0.3584,1.5652,ppo_live2
566,-20.8071,-0.3251,-21.1775,-19.3369,1.0033,0.37,0.9428,0.4906,1.8653,ppo_live2
567,-22.6639,-0.3541,-21.188,-19.3369,0.9902,0.3854,1.1114,0.6524,2.1281,ppo_live2
568,-21.9374,-0.3428,-21.2018,-19.3369,0.9937,0.3718,1.0264,0.3278,2.8048,ppo_live2
569,-20.2503,-0.3164,-21.1797,-19.3369,0.9551,0.3656,0.9084,0.2806,2.4996,ppo_live2
570,-22.9968,-0.3593,-21.3221,-19.3369,0.9992,0.3962,1.0032,0.781,2.5129,ppo_live2
571,-23.5278,-0.3676,-21.4658,-19.3369,1.0076,0.3669,0.9301,1.1848,2.2941,ppo_live2
572,-22.3959,-0.3499,-21.4869,-19.3369,0.9672,0.3718,1.0195,0.728,2.3958,ppo_live2
573,-22.7571,-0.3556,-21.556,-19.3369,0.9991,0.3765,0.9394,0.9382,2.3022,ppo_live2
574,-22.3925,-0.3499,-21.6014,-19.3369,0.9949,0.3776,0.9291,0.9164,2.1521,ppo_live2
575,-21.3046,-0.3329,-21.5431,-19.3369,0.9453,0.3714,0.8069,1.0522,1.9606,ppo_live2
576,-22.2401,-0.3475,-21.6778,-19.3369,0.9787,0.3835,0.9641,0.7601,2.3552,ppo_live2
577,-21.3916,-0.3342,-21.6479,-19.3369,0.9786,0.3758,0.9505,0.632,2.1005,ppo_live2
578,-19.6413,-0.3069,-21.5728,-19.3369,0.9219,0.3841,0.9021,0.339,2.1128,ppo_live2
579,-21.2802,-0.3325,-21.5183,-19.3369,0.976,0.3806,0.9868,0.5255,2.1059,ppo_live2
580,-20.249,-0.3164,-21.5321,-19.3369,0.9819,0.3696,0.9506,0.3365,1.9372,ppo_live2
581,-21.4392,-0.335,-21.5769,-19.3369,1.0017,0.3625,1.0673,0.401,1.9912,ppo_live2
582,-21.5937,-0.3374,-21.6045,-19.3369,0.8973,0.364,1.046,0.6472,2.3825,ppo_live2
583,-21.2277,-0.3317,-21.5761,-19.3369,0.9623,0.3789,0.994,0.3584,2.5534,ppo_live2
584,-22.2116,-0.3471,-21.6487,-19.3369,0.9626,0.4027,0.9857,0.6596,2.5491,ppo_live2
585,-21.6405,-0.3381,-21.6974,-19.3369,0.998,0.391,0.946,0.5187,2.418,ppo_live2
586,-21.4527,-0.3352,-21.7297,-19.3369,0.9849,0.3379,1.026,0.3978,2.4039,ppo_live2
587,-21.6038,-0.3376,-21.6767,-19.3369,0.9575,0.3859,1.0262,0.4547,2.4639,ppo_live2
588,-21.1952,-0.3312,-21.6396,-19.3369,0.9284,0.382,0.9379,0.6797,2.2521,ppo_live2
589,-22.5265,-0.352,-21.7534,-19.3369,0.9461,0.3912,1.0336,0.8235,2.2981,ppo_live2
590,-20.8806,-0.3263,-21.6476,-19.3369,0.927,0.3578,0.9831,0.5767,2.1086,ppo_live2
591,-22.4727,-0.3511,-21.5948,-19.3369,0.9514,0.3625,1.1102,0.673,2.2815,ppo_live2
592,-22.5981,-0.3531,-21.6049,-19.3369,0.9859,0.3845,0.9982,0.8445,2.1973,ppo_live2
593,-21.5624,-0.3369,-21.5452,-19.3369,1.0007,0.3527,0.888,0.7701,2.0939,ppo_live2
594,-22.1062,-0.3454,-21.5309,-19.3369,0.9698,0.37,0.978,0.7544,2.2961,ppo_live2
595,-21.9726,-0.3433,-21.5643,-19.3369,0.9169,0.3748,1.0205,0.7567,2.3581,ppo_live2
596,-20.1476,-0.3148,-21.4597,-19.3369,0.9936,0.3724,0.8928,0.3931,1.9106,ppo_live2
597,-20.5948,-0.3218,-21.4198,-19.3369,0.9157,0.3805,0.9913,0.3539,2.4297,ppo_live2
598,-21.0707,-0.3292,-21.4913,-19.3369,0.984,0.3737,0.9694,0.3357,2.4611,ppo_live2
599,-22.0901,-0.3452,-21.5318,-19.3369,0.9512,0.3712,1.0328,0.5766,2.5909,ppo_live2
600,-21.3407,-0.3334,-21.5864,-19.3369,0.965,0.364,0.9561,0.6378,2.1498,ppo_live2
601,-21.5992,-0.3375,-21.5944,-19.3369,0.97,0.4005,0.8993,0.7222,2.2965,ppo_live2
602,-20.0826,-0.3138,-21.5188,-19.3369,0.9141,0.3746,0.836,0.6892,1.9941,ppo_live2
603,-22.2236,-0.3472,-21.5686,-19.3369,0.9123,0.3835,0.9938,1.03,2.0169,ppo_live2
604,-22.2368,-0.3475,-21.5699,-19.3369,0.9899,0.3683,0.9622,0.7644,2.3052,ppo_live2
605,-22.0337,-0.3443,-21.5895,-19.3369,0.9413,0.367,1.0938,0.5566,2.3756,ppo_live2
606,-19.8645,-0.3104,-21.5101,-19.3369,0.9525,0.3577,0.9071,0.3202,2.1447,ppo_live2
607,-21.6124,-0.3377,-21.5106,-19.3369,1.0099,0.3843,1.0207,0.3274,2.4281,ppo_live2
608,-22.5355,-0.3521,-21.5776,-19.3369,1.0274,0.365,1.0574,0.4347,2.6144,ppo_live2
609,-20.8284,-0.3254,-21.4927,-19.3369,0.9824,0.3479,0.984,0.2964,2.3741,ppo_live2
610,-22.2136,-0.3471,-21.5593,-19.3369,1.0029,0.3909,1.0151,0.4986,2.5331,ppo_live2
611,-21.103,-0.3297,-21.4908,-19.3369,0.9987,0.343,1.0268,0.3788,2.0573,ppo_live2
612,-21.0303,-0.3286,-21.4124,-19.3369,0.9757,0.3719,0.9354,0.4731,2.3225,ppo_live2
613,-22.2243,-0.3473,-21.4455,-19.3369,0.9676,0.3857,1.019,0.5645,2.6347,ppo_live2
614,-23.6651,-0.3698,-21.5235,-19.3369,1.0053,0.387,1.0321,0.911,2.5429,ppo_live2
615,-21.7888,-0.3405,-21.5143,-19.3369,0.9917,0.3639,0.9918,0.4528,2.5837,ppo_live2
616,-20.844,-0.3257,-21.5491,-19.3369,0.9949,0.3522,0.9514,0.2593,2.537,ppo_live2
617,-21.0089,-0.3283,-21.5698,-19.3369,0.9541,0.3636,0.9322,0.4364,2.5968,ppo_live2
618,-21.1664,-0.3307,-21.5746,-19.3369,0.9449,0.3485,0.9838,0.5027,2.4025,ppo_live2
619,-22.6038,-0.3532,-21.6003,-19.3369,0.9348,0.3644,1.0109,0.8482,2.5621,ppo_live2
620,-21.4399,-0.335,-21.6052,-19.3369,0.9447,0.3692,0.9529,0.619,2.4299,ppo_live2
621,-22.6368,-0.3537,-21.6571,-19.3369,1.0025,0.3773,1.0484,0.6399,2.3811,ppo_live2
622,-22.4738,-0.3512,-21.7767,-19.3369,0.9802,0.3799,0.9837,0.8577,2.1938,ppo_live2
623,-22.316,-0.3487,-21.7813,-19.3369,0.998,0.3691,0.8541,1.1512,1.8781,ppo_live2
624,-20.3108,-0.3174,-21.685,-19.3369,0.9648,0.3469,0.9137,0.6117,1.6663,ppo_live2
625,-21.784,-0.3404,-21.6725,-19.3369,1.0001,0.3519,1.0832,0.5341,1.8868,ppo_live2
626,-21.342,-0.3335,-21.7464,-19.3369,0.968,0.3485,1.0683,0.5374,1.8569,ppo_live2
627,-20.3249,-0.3176,-21.682,-19.3369,0.8805,0.3697,0.9762,0.5605,2.0686,ppo_live2
628,-20.6588,-0.3228,-21.5882,-19.3369,0.9348,0.3714,1.065,0.4011,1.872,ppo_live2
629,-19.5859,-0.306,-21.526,-19.3369,0.905,0.3551,0.9892,0.2945,1.9436,ppo_live2
630,-22.0623,-0.3447,-21.5185,-19.3369,0.9955,0.3589,1.1238,0.4003,2.2532,ppo_live2
631,-20.6628,-0.3229,-21.4965,-19.3369,0.91,0.3681,0.9886,0.4472,2.3365,ppo_live2
632,-21.1276,-0.3301,-21.5013,-19.3369,0.9373,0.3979,0.9941,0.4769,2.3188,ppo_live2
633,-20.3325,-0.3177,-21.4067,-19.3369,1.0052,0.381,0.961,0.294,1.8531,ppo_live2
634,-19.6158,-0.3065,-21.2043,-19.3369,0.9164,0.3966,0.9769,0.3152,1.7881,ppo_live2
635,-19.338,-0.3022,-21.0817,-19.3369,0.9169,0.3788,0.8725,0.3818,1.9671,ppo_live2
636,-21.0759,-0.3293,-21.0933,-19.3369,0.939,0.3757,0.9616,0.3909,2.6985,ppo_live2
637,-21.6454,-0.3382,-21.1252,-19.3369,0.9837,0.3758,1.0352,0.3455,2.5531,ppo_live2
638,-20.497,-0.3203,-21.0917,-19.3369,0.9196,0.3464,0.9044,0.5192,2.4301,ppo_live2
639,-21.0231,-0.3285,-21.0127,-19.3369,0.9205,0.3487,1.0725,0.4794,2.0875,ppo_live2
640,-20.4319,-0.3192,-20.9623,-19.3369,0.9242,0.3574,0.9979,0.2606,2.4963,ppo_live2
641,-21.3374,-0.3334,-20.8973,-19.3369,0.9587,0.3757,1.0051,0.2898,2.7901,ppo_live2
642,-22.0736,-0.3449,-20.8773,-19.3369,0.9395,0.3621,0.9901,0.6489,2.721,ppo_live2
643,-24.4684,-0.3823,-20.9849,-19.3369,0.979,0.3854,1.0858,1.0436,2.7723,ppo_live2
644,-23.6253,-0.3691,-21.1506,-19.3369,0.9259,0.3601,1.2225,0.8872,2.2823,ppo_live2
645,-20.9246,-0.3269,-21.1077,-19.3369,0.8854,0.367,0.9433,0.7738,2.1383,ppo_live2
646,-21.8424,-0.3413,-21.1327,-19.3369,0.9811,0.3991,0.9274,0.7223,2.2657,ppo_live2
647,-21.2173,-0.3315,-21.1773,-19.3369,0.8727,0.3685,0.9439,0.876,2.2001,ppo_live2
648,-22.7085,-0.3548,-21.2798,-19.3369,0.9225,0.3801,0.9927,1.1403,2.0575,ppo_live2
649,-21.7469,-0.3398,-21.3878,-19.3369,0.8777,0.3345,1.0028,1.1104,1.7806,ppo_live2
650,-21.94,-0.3428,-21.3817,-19.3369,0.9973,0.3747,0.9052,0.8615,2.0443,ppo_live2
651,-20.722,-0.3238,-21.3847,-19.3369,0.9042,0.365,0.9005,0.8777,1.7983,ppo_live2
652,-20.6448,-0.3226,-21.3605,-19.3369,0.9256,0.3702,1.0214,0.4775,1.96,ppo_live2
653,-23.3862,-0.3654,-21.5132,-19.3369,0.8993,0.3803,1.4001,0.5457,2.2104,ppo_live2
654,-20.244,-0.3163,-21.5446,-19.3369,0.9199,0.3509,0.9822,0.4985,1.8814,ppo_live2
655,-20.6315,-0.3224,-21.6093,-19.3369,0.8937,0.384,0.921,0.7499,1.9756,ppo_live2
656,-18.5549,-0.2899,-21.4833,-18.5549,0.8453,0.3866,0.8114,0.4557,1.9932,ppo_live2
657,-18.8799,-0.295,-21.345,-18.5549,0.8894,0.3676,0.8432,0.4348,1.8577,ppo_live2
658,-21.0603,-0.3291,-21.3732,-18.5549,0.8713,0.3778,0.9842,0.7422,2.1976,ppo_live2
659,-21.7481,-0.3398,-21.4094,-18.5549,0.9569,0.3558,1.0346,0.6941,2.016,ppo_live2
660,-20.818,-0.3253,-21.4287,-18.5549,0.9685,0.3794,0.9655,0.437,2.132,ppo_live2
661,-19.5481,-0.3054,-21.3392,-18.5549,0.884,0.367,0.9209,0.4972,1.8767,ppo_live2
662,-22.6678,-0.3542,-21.369,-18.5549,0.9177,0.3781,1.0276,1.1316,1.9143,ppo_live2
663,-22.078,-0.345,-21.2494,-18.5549,0.9444,0.3861,1.0326,0.8305,1.9609,ppo_live2
664,-22.127,-0.3457,-21.1745,-18.5549,0.9215,0.3806,0.998,0.9389,2.0867,ppo_live2
665,-20.5833,-0.3216,-21.1575,-18.5549,0.9246,0.3792,0.9657,0.5364,2.0285,ppo_live2
666,-20.7962,-0.3249,-21.1051,-18.5549,0.9113,0.3802,1.0257,0.5565,1.9423,ppo_live2
667,-21.0657,-0.3292,-21.0976,-18.5549,0.9265,0.3855,1.0717,0.5759,1.7467,ppo_live2
668,-21.6963,-0.339,-21.047,-18.5549,0.8858,0.3794,0.8824,1.2688,1.774,ppo_live2
669,-21.3601,-0.3338,-21.0276,-18.5549,0.872,0.3774,1.0291,0.8091,2.0361,ppo_live2
670,-21.3253,-0.3332,-20.9969,-18.5549,0.8832,0.3631,0.9905,0.7114,2.3978,ppo_live2
671,-23.1734,-0.3621,-21.1195,-18.5549,0.9187,0.3999,0.9585,1.1514,2.5435,ppo_live2
672,-23.3064,-0.3642,-21.2525,-18.5549,0.9492,0.4294,1.0769,0.7721,2.701,ppo_live2
673,-21.424,-0.3348,-21.1544,-18.5549,0.9345,0.3529,0.9708,0.7708,2.0652,ppo_live2
674,-21.3271,-0.3332,-21.2086,-18.5549,0.9338,0.3893,0.9596,0.7312,2.0585,ppo_live2
675,-20.0547,-0.3134,-21.1797,-18.5549,0.8267,0.3871,0.9489,0.7687,1.8334,ppo_live2
676,-20.9766,-0.3278,-21.3008,-18.5549,0.9038,0.352,1.1483,0.267,2.3208,ppo_live2
677,-21.2436,-0.3319,-21.419,-18.5549,0.8807,0.3946,1.1074,0.3611,2.5649,ppo_live2
678,-20.9005,-0.3266,-21.411,-18.5549,0.9179,0.3755,0.994,0.4245,2.474,ppo_live2
679,-19.9315,-0.3114,-21.3202,-18.5549,0.8658,0.3701,0.9683,0.3706,2.3847,ppo_live2
680,-21.2731,-0.3324,-21.3429,-18.5549,0.9879,0.3858,0.8036,0.7227,2.421,ppo_live2
681,-19.8991,-0.3109,-21.3605,-18.5549,0.8776,0.374,0.8899,0.5077,2.3101,ppo_live2
682,-22.0102,-0.3439,-21.3276,-18.5549,0.9944,0.3727,0.9466,0.6747,2.3856,ppo_live2
683,-23.2064,-0.3626,-21.384,-18.5549,0.9382,0.3672,1.0433,1.0179,2.4145,ppo_live2
684,-22.2218,-0.3472,-21.3888,-18.5549,0.9196,0.3579,1.0317,0.9056,2.1468,ppo_live2
685,-21.3757,-0.334,-21.4284,-18.5549,0.94,0.4101,0.8982,0.7296,2.3098,ppo_live2
686,-21.8686,-0.3417,-21.482,-18.5549,0.8649,0.3876,1.0851,0.7863,2.2376,ppo_live2
687,-20.2782,-0.3168,-21.4426,-18.5549,0.9222,0.3599,0.9709,0.4109,2.1441,ppo_live2
688,-21.3031,-0.3329,-21.423,-18.5549,0.8421,0.3823,1.1434,0.3672,2.7364,ppo_live2
689,-20.8145,-0.3252,-21.3957,-18.5549,0.8557,0.3556,1.0503,0.486,2.4884,ppo_live2
690,-21.5591,-0.3369,-21.4074,-18.5549,0.9299,0.3744,0.9964,0.5398,2.6011,ppo_live2
691,-22.3163,-0.3487,-21.3645,-18.5549,0.9757,0.4093,1.0731,0.434,2.6425,ppo_live2
692,-20.0819,-0.3138,-21.2033,-18.5549,0.9189,0.3882,0.8653,0.3325,2.6684,ppo_live2
693,-21.3595,-0.3337,-21.2001,-18.5549,0.9371,0.3773,1.0321,0.2239,2.9951,ppo_live2
694,-21.9964,-0.3437,-21.2335,-18.5549,0.9648,0.3795,0.9422,0.5851,2.8265,ppo_live2
695,-22.2172,-0.3471,-21.3417,-18.5549,0.9667,0.3609,1.1949,0.3513,2.352,ppo_live2
696,-19.2149,-0.3002,-21.2536,-18.5549,0.8517,0.3623,0.9168,0.3464,2.2679,ppo_live2
697,-20.8773,-0.3262,-21.2353,-18.5549,0.916,0.3747,1.0717,0.243,2.5374,ppo_live2
698,-20.3475,-0.3179,-21.2076,-18.5549,0.8236,0.3833,0.9837,0.4706,2.6661,ppo_live2
699,-22.362,-0.3494,-21.3291,-18.5549,0.9588,0.3941,0.9768,0.6024,2.9044,ppo_live2
700,-21.8348,-0.3412,-21.3572,-18.5549,0.847,0.3914,1.0849,0.6512,2.6748,ppo_live2
701,-20.6784,-0.3231,-21.3962,-18.5549,0.9152,0.3645,0.9473,0.6055,2.1294,ppo_live2
702,-20.57,-0.3214,-21.3242,-18.5549,0.8787,0.3647,0.9223,0.7536,2.0725,ppo_live2
703,-21.9117,-0.3424,-21.2594,-18.5549,0.9805,0.3746,0.9764,0.6985,2.2001,ppo_live2
704,-21.3186,-0.3331,-21.2143,-18.5549,0.9433,0.4078,0.8465,0.8667,2.1612,ppo_live2
705,-20.3773,-0.3184,-21.1644,-18.5549,0.8923,0.3666,0.966,0.6395,1.8821,ppo_live2
706,-19.7964,-0.3093,-21.0608,-18.5549,0.9183,0.3578,0.9334,0.3572,2.1239,ppo_live2
707,-19.7211,-0.3081,-21.0329,-18.5549,0.9183,0.3749,0.9303,0.3124,2.1504,ppo_live2
708,-17.5656,-0.2745,-20.846,-17.5656,0.8463,0.3724,0.8013,0.3509,1.5613,ppo_live2
709,-20.2492,-0.3164,-20.8178,-17.5656,0.9033,0.3847,1.0738,0.3729,1.7824,ppo_live2
710,-19.6377,-0.3068,-20.7217,-17.5656,0.8671,0.3686,1.0022,0.3386,2.0598,ppo_live2
711,-20.4244,-0.3191,-20.6271,-17.5656,0.901,0.3914,1.0175,0.3087,2.3618,ppo_live2
712,-21.4361,-0.3349,-20.6948,-17.5656,0.9512,0.3632,0.9794,0.5534,2.4243,ppo_live2
713,-21.4802,-0.3356,-20.7008,-17.5656,0.8609,0.3764,0.9579,0.7169,2.8017,ppo_live2
714,-21.1358,-0.3302,-20.6578,-17.5656,0.9488,0.3977,0.9058,0.3043,3.1123,ppo_live2
715,-21.3057,-0.3329,-20.6122,-17.5656,0.9014,0.3592,0.9619,0.5013,2.9235,ppo_live2
716,-23.5466,-0.3679,-20.8288,-17.5656,0.9494,0.3855,1.0442,0.949,2.7178,ppo_live2
717,-22.8271,-0.3567,-20.9263,-17.5656,0.8356,0.382,1.0576,1.1345,2.4878,ppo_live2
718,-21.8696,-0.3417,-21.0024,-17.5656,0.9,0.3562,1.0354,0.8044,2.2571,ppo_live2
719,-21.8613,-0.3416,-20.9774,-17.5656,0.9557,0.3732,0.989,0.7563,2.1425,ppo_live2
720,-21.5577,-0.3368,-20.9635,-17.5656,0.9349,0.3684,0.9537,0.6515,2.5122,ppo_live2
721,-23.4535,-0.3665,-21.1023,-17.5656,0.8901,0.3872,0.9806,1.205,2.764,ppo_live2
722,-22.4394,-0.3506,-21.1958,-17.5656,0.921,0.3781,1.0142,0.8056,2.5925,ppo_live2
723,-21.8757,-0.3418,-21.194,-17.5656,0.9064,0.3697,0.9685,0.7548,2.6384,ppo_live2
724,-20.662,-0.3228,-21.1611,-17.5656,0.9122,0.3781,0.8274,0.7683,2.2974,ppo_live2
725,-20.7037,-0.3235,-21.1775,-17.5656,0.8712,0.3575,0.9999,0.5873,2.2794,ppo_live2
726,-21.5104,-0.3361,-21.2631,-17.5656,0.909,0.3824,0.97,0.7193,2.3829,ppo_live2
727,-21.0021,-0.3282,-21.3272,-17.5656,0.9182,0.3898,0.9874,0.468,2.4398,ppo_live2
728,-20.8245,-0.3254,-21.4901,-17.5656,0.929,0.3654,0.9307,0.5668,2.3176,ppo_live2
729,-19.1598,-0.2994,-21.4357,-17.5656,0.8593,0.3565,0.9755,0.324,1.9451,ppo_live2
